SCHEDULED_DEPARTURE,carrier,DEPARTURE_TIME,dest,distance,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,delaytimeweatherbad,delaytimeweathergood,YEAR,MONTH,DAY,DATE
800,US,855,LGA,214,2164,DCA,0,5,23,N768UW,ontime,-2,163,163,139,1043,1034,-9,163.57,13.3161,2015,3,3,9/1/2002
800,US,956,LGA,214,2166,DCA,0,5,23,N715UW,ontime,-2,194,194,150,1114,1047,-27,163.585,13.295,2015,3,3,10/1/2002
800,US,1057,LGA,214,2168,DCA,0,5,23,N765UW,ontime,35,203,203,165,1023,1050,27,163.67,13.32,2015,3,3,11/1/2002
800,US,1157,LGA,214,2170,DCA,0,5,23,N762UW,ontime,0,285,285,253,1045,1042,-3,163.5,13.29,2015,3,3,12/1/2002
800,US,1259,LGA,214,2172,DCA,0,5,23,N768UW,delayed,-6,185,185,135,1105,1057,-8,163.605,13.305,2015,3,3,1/1/2003
800,US,1355,LGA,214,2174,DCA,0,5,23,N715UW,ontime,-4,209,209,166,1129,1102,-27,163.5,13.305,2015,3,3,2/1/2003
800,US,1502,LGA,214,2176,DCA,0,5,23,N765UW,ontime,0,185,185,137,1305,1248,-17,163.605,13.32,2015,3,3,3/1/2003
800,US,1659,LGA,214,2180,DCA,0,5,23,N768UW,ontime,-3,232,232,188,1352,1340,-12,163.63,13.32,2015,3,3,4/1/2003
800,US,1759,LGA,214,2182,DCA,0,5,23,N715UW,ontime,-2,182,182,160,1102,1112,10,163.4601,13.32,2015,3,3,5/1/2003
800,US,1859,LGA,214,2184,DCA,0,5,23,N765UW,ontime,20,187,187,149,1207,1210,3,163.38,13.3293,2015,3,3,6/1/2003
800,US,1958,LGA,214,2186,DCA,0,5,23,N762UW,ontime,-5,201,201,157,1121,1057,-24,163.35,13.3301,2015,3,3,7/1/2003
800,US,2055,LGA,214,2188,DCA,0,5,23,N768UW,ontime,-2,153,153,139,1033,1033,0,163.2801,13.315,2015,3,3,8/1/2003
800,RU,1449,EWR,169,2403,BWI,0,5,23,N12946,delayed,-1,132,132,97,1012,1000,-12,163.42,13.31,2015,3,3,9/1/2003
800,RU,1032,EWR,169,2303,BWI,0,5,23,N16546,ontime,-4,130,130,99,910,902,-8,163.23,13.2601,2015,3,3,10/1/2003
800,RU,1726,EWR,169,3372,BWI,0,5,23,N21129,ontime,15,75,75,42,915,922,7,163.24,13.255,2015,3,3,11/1/2003
800,RU,654,EWR,169,2703,BWI,0,5,23,N14959,ontime,-9,200,200,170,1020,1016,-4,163.38,13.269,2015,3,3,12/1/2003
800,CO,1731,EWR,199,814,DCA,0,5,23,N63305,ontime,-5,84,84,50,924,957,33,163.37,13.25,2015,3,3,1/1/2004
800,CO,1254,EWR,199,808,DCA,0,5,23,N17620,ontime,-2,159,159,113,939,913,-26,163.21,13.24,2015,3,3,2/1/2004
800,CO,728,EWR,199,806,DCA,0,5,23,N15659,ontime,10,325,325,272,1525,1513,-12,163.27,13.245,2015,3,3,3/1/2004
800,CO,1849,EWR,199,816,DCA,0,5,23,N13665,delayed,-10,400,400,396,1140,1144,4,163.37,13.2565,2015,3,3,4/1/2004
800,DH,833,EWR,213,7299,IAD,0,5,23,N686BR,ontime,-6,43,43,30,843,839,-4,163.36,13.25,2015,3,3,5/1/2004
800,DH,1820,EWR,213,7302,IAD,0,5,23,N680BR,delayed,-7,37,37,21,837,833,-4,163.37,13.2501,2015,3,3,6/1/2004
800,DH,1235,EWR,213,7303,IAD,0,5,23,N680BR,ontime,5,138,138,590,1018,1020,4,163.37,13.25,2015,3,3,7/1/2004
800,DH,2239,EWR,213,7304,IAD,0,5,23,N654BR,delayed,-2,95,95,56,835,823,-12,163.44,13.225,2015,3,3,8/1/2004
800,DH,626,EWR,213,7305,IAD,0,5,23,N333UE,ontime,-3,140,140,106,1120,1134,14,163.59,13.2499,2015,3,4,9/1/2004
800,DH,1427,EWR,213,7307,IAD,0,5,23,N301UE,ontime,-5,70,70,26,910,935,25,163.62,13.24,2015,3,4,10/1/2004
800,RU,2054,EWR,199,2879,DCA,0,5,23,N14991,ontime,7,143,143,590,1123,1135,15,163.55,13.23,2015,3,4,11/1/2004
800,RU,1629,EWR,199,2181,DCA,0,5,23,N26549,ontime,4,108,108,590,948,965,23,163.58,13.24,2015,3,4,12/1/2004
800,RU,700,EWR,213,2855,IAD,0,5,23,N11539,ontime,3,43,43,590,843,897,28,163.67,13.27,2015,3,4,1/1/2005
800,RU,641,EWR,199,2761,DCA,0,5,23,N14993,ontime,-5,85,85,590,925,950,24,163.61,13.267,2015,3,4,2/1/2005
800,RU,1451,EWR,213,2156,IAD,0,5,23,N14143,ontime,1,160,160,145,940,955,15,163.53,13.25,2015,3,4,3/1/2005
800,RU,1851,EWR,213,2385,IAD,0,5,23,N17108,ontime,15,145,145,130,1025,1043,18,163.4999,13.271,2015,3,4,4/1/2005
800,RU,1252,EWR,213,2692,IAD,0,5,23,N16502,ontime,-8,178,178,159,1258,1251,-7,163.52,13.294,2015,3,4,5/1/2005
800,RU,1528,EWR,199,2261,DCA,0,5,23,N34111,delayed,-10,54,54,21,854,841,-13,163.52,13.315,2015,3,4,6/1/2005
800,RU,1657,EWR,213,2497,IAD,0,5,23,N12569,ontime,180,96,96,65,936,1235,179,163.6,13.3,2015,3,4,7/1/2005
800,RU,901,EWR,199,2582,DCA,0,5,23,N15926,ontime,-2,247,247,204,1007,1112,65,163.595,13.29,2015,3,4,8/1/2005
800,RU,1356,EWR,199,2216,DCA,0,5,23,N16546,ontime,-2,185,185,137,1005,930,-35,163.65,13.29,2015,3,4,9/1/2005
800,OH,1455,JFK,184,5935,BWI,0,6,24,N442CA,ontime,30,115,115,88,855,933,38,163.66,13.2707,2015,3,4,10/1/2005
800,DH,1633,JFK,213,6155,DCA,0,6,24,N428FJ,ontime,-4,50,50,27,850,838,-12,163.66,13.27,2015,3,4,11/1/2005
800,DH,1240,LGA,229,7208,IAD,0,6,24,N693BR,ontime,0,111,111,75,1051,1035,-16,163.62,13.27,2015,3,4,12/1/2005
800,DH,1711,LGA,229,7215,IAD,0,6,24,N647BR,ontime,-4,185,185,126,1005,945,-20,163.56,13.27,2015,3,4,1/1/2006
800,DH,2119,LGA,229,7684,IAD,0,6,24,N635BR,ontime,89,55,55,29,855,1013,78,163.58,13.281,2015,3,4,2/1/2006
800,DH,832,JFK,228,7800,IAD,0,6,24,N668BR,ontime,2,56,56,590,856,900,60,163.6,13.28,2015,3,4,3/1/2006
800,DH,1305,JFK,228,7806,IAD,0,6,24,N634BR,ontime,-2,90,90,62,930,922,-8,163.6,13.2766,2015,3,4,4/1/2006
800,DH,1644,JFK,228,7810,IAD,0,6,24,N313UE,ontime,59,150,150,112,930,1011,41,163.63,13.26,2015,3,4,5/1/2006
801,DH,1715,JFK,228,7812,IAD,0,6,24,N312UE,delayed,-3,213,213,188,1034,1025,-9,163.68,13.26,2015,3,5,6/1/2006
801,DH,2125,JFK,228,7814,IAD,0,6,24,N628BR,ontime,-5,108,108,87,1049,1044,-5,163.63,13.265,2015,3,5,7/1/2006
802,DH,1751,JFK,228,7818,IAD,0,6,24,N321UE,ontime,26,372,372,320,1114,1115,1,163.625,13.26,2015,3,5,8/1/2006
802,DL,1511,JFK,213,746,DCA,0,6,24,N913DL,delayed,3,176,176,151,958,957,-1,163.59,13.25,2015,3,5,9/1/2006
802,DL,730,LGA,214,1742,DCA,0,6,24,N232DZ,ontime,3,153,153,126,1135,1153,18,163.599,13.25,2015,3,5,10/1/2006
802,DL,829,LGA,214,1744,DCA,0,6,24,N225DL,ontime,-2,128,128,96,1010,1000,-10,163.6412,13.2656,2015,3,5,11/1/2006
802,DL,1028,LGA,214,1748,DCA,0,6,24,N231DN,ontime,-5,133,133,105,1015,1033,18,163.635,13.245,2015,3,5,12/1/2006
803,DL,1230,LGA,214,1752,DCA,0,6,24,N225DL,ontime,-8,145,145,105,1128,1105,-23,163.63,13.235,2015,3,5,1/1/2007
804,DL,1428,LGA,214,1756,DCA,0,6,24,N231DN,ontime,1,155,155,111,939,934,-5,163.66,13.26,2015,3,5,2/1/2007
804,DL,1630,LGA,214,1760,DCA,0,6,24,N225DL,ontime,-12,81,81,61,925,911,-14,163.665,13.277,2015,3,5,3/1/2007
804,DL,1829,LGA,214,1764,DCA,0,6,24,N231DN,ontime,-5,191,191,169,1115,1109,-6,163.72,13.275,2015,3,5,4/1/2007
804,DL,2031,LGA,214,1768,DCA,0,6,24,N225DL,ontime,17,132,132,115,1116,1130,14,163.73,13.273,2015,3,5,5/1/2007
804,MQ,1525,JFK,213,4752,DCA,0,6,24,N736MQ,ontime,19,172,172,142,1256,1320,24,163.61,13.2501,2015,3,5,6/1/2007
805,MQ,550,JFK,213,4760,DCA,0,6,24,N703MQ,ontime,-2,135,135,115,1020,1036,16,163.58,13.27,2015,3,6,7/1/2007
805,MQ,1812,JFK,213,4784,DCA,0,6,24,N727MQ,ontime,-4,130,130,94,1015,1025,10,163.6385,13.2775,2015,3,6,8/1/2007
805,MQ,931,LGA,214,4956,DCA,0,6,24,N711MQ,delayed,0,123,123,95,1008,1033,25,163.65,13.26,2015,3,6,9/1/2007
805,MQ,1319,LGA,214,4964,DCA,0,6,24,N700MQ,ontime,1,135,135,116,920,917,-3,163.65,13.27,2015,3,6,10/1/2007
805,UA,849,LGA,229,846,IAD,0,6,24,N565UA,ontime,-8,95,95,70,940,921,-19,163.655,13.28,2015,3,6,11/1/2007
805,US,657,LGA,214,2160,DCA,0,6,24,N754UW,ontime,-3,85,85,64,930,921,-9,163.52,13.26,2015,3,6,12/1/2007
805,US,919,LGA,214,2164,DCA,0,6,24,N763UW,ontime,-4,95,95,71,940,925,-15,163.51,13.27,2015,3,6,1/1/2008
805,US,1058,LGA,214,2168,DCA,0,6,24,N754UW,ontime,-9,190,190,164,915,859,-16,163.4915,13.265,2015,3,6,2/1/2008
805,US,1259,LGA,214,2172,DCA,0,6,24,N763UW,ontime,-9,95,95,79,940,930,-10,163.5,13.27,2015,3,6,3/1/2008
805,US,1457,LGA,214,2176,DCA,0,6,24,N754UW,ontime,1,175,175,150,1000,957,-3,163.46,13.271,2015,3,6,4/1/2008
805,US,1656,LGA,214,2180,DCA,0,6,24,N763UW,ontime,0,195,195,163,1220,1202,-18,163.4,13.2662,2015,3,6,5/1/2008
805,US,1854,LGA,214,2184,DCA,0,6,24,N754UW,ontime,-6,130,130,100,915,909,-6,163.33,13.265,2015,3,7,6/1/2008
805,RU,1453,EWR,169,2229,BWI,0,6,24,N14945,ontime,7,120,120,668,1105,1110,8,163.3736,13.27,2015,3,7,7/1/2008
805,RU,1715,EWR,169,3372,BWI,0,6,24,N16927,ontime,-2,160,160,123,945,919,-26,163.32,13.2601,2015,3,7,8/1/2008
805,RU,654,EWR,169,2703,BWI,0,6,24,N12996,delayed,0,246,246,234,1011,1042,31,163.37,13.27,2015,3,7,9/1/2008
805,RU,1029,EWR,169,2303,BWI,0,6,24,N15926,ontime,1,217,217,185,1342,1328,-14,163.485,13.29,2015,3,7,10/1/2008
805,CO,1252,EWR,199,808,DCA,0,6,24,N33608,ontime,27,334,334,307,1139,1156,17,163.445,13.29,2015,3,7,11/1/2008
805,DH,824,EWR,213,7299,IAD,0,6,24,N640BR,ontime,7,243,243,209,1008,1003,-5,163.44,13.31,2015,3,7,12/1/2008
805,DH,1658,EWR,213,7302,IAD,0,6,24,N675BR,ontime,-2,77,77,61,922,921,-1,163.45,13.305,2015,3,7,1/1/2009
805,DH,1240,EWR,213,7303,IAD,0,6,24,N675BR,ontime,9,148,148,129,1033,1050,17,163.54,13.3,2015,3,7,2/1/2009
805,DH,2118,EWR,213,7304,IAD,0,6,24,N654BR,ontime,-2,186,186,150,1011,1015,4,163.5199,13.285,2015,3,7,3/1/2009
805,RU,929,EWR,199,2582,DCA,0,6,24,N48901,ontime,-4,172,172,162,957,1008,11,163.55,13.305,2015,3,7,4/1/2009
805,RU,1456,EWR,213,2156,IAD,0,6,24,N12135,ontime,23,365,365,346,1210,1230,20,163.55,13.2988,2015,3,7,5/1/2009
805,RU,1556,EWR,199,2361,DCA,0,6,24,N14505,ontime,-4,230,230,194,1355,1332,-23,163.5425,13.2999,2015,3,8,6/1/2009
805,RU,659,EWR,213,2855,IAD,0,6,24,N15926,delayed,1,70,70,668,915,935,20,163.6184,13.3,2015,3,8,7/1/2009
805,RU,640,EWR,199,2761,DCA,0,6,24,N14930,ontime,-11,75,75,54,920,911,-9,163.56,13.29,2015,3,8,8/1/2009
805,RU,1358,EWR,199,2216,DCA,0,6,24,N12552,ontime,0,160,160,133,1245,1239,-6,163.53,13.29,2015,3,8,9/1/2009
805,RU,1658,EWR,213,2497,IAD,0,6,24,N34111,ontime,4,70,70,668,915,926,8,163.53,13.3099,2015,3,8,10/1/2009
805,RU,1728,EWR,199,2097,DCA,0,6,24,N11548,ontime,1,320,320,306,1625,1634,9,163.54,13.305,2015,3,8,11/1/2009
805,OH,1455,JFK,184,5935,BWI,0,7,25,N967CA,ontime,0,265,265,224,1030,1014,-16,163.5383,13.33,2015,3,8,12/1/2009
805,DH,1656,JFK,213,6155,DCA,0,7,25,N402FJ,ontime,6,126,126,96,1111,1106,-5,163.5,13.325,2015,3,8,1/1/2010
805,DH,1251,LGA,229,7208,IAD,0,7,25,N647BR,ontime,8,170,170,668,955,950,-5,163.51,13.32,2015,3,8,2/1/2010
805,DH,1455,LGA,229,7211,IAD,0,7,25,N708BR,ontime,9,185,185,143,1110,1104,-6,163.42,13.32,2015,3,8,3/1/2010
805,DH,1900,LGA,229,7215,IAD,0,7,25,N698BR,delayed,-2,112,112,84,857,842,-15,163.41,13.31,2015,3,8,4/1/2010
805,DH,2244,LGA,229,7684,IAD,0,7,25,N683BR,delayed,36,144,144,114,929,958,29,163.41,13.315,2015,3,8,5/1/2010
805,DH,901,JFK,228,7800,IAD,0,7,25,N634BR,ontime,31,63,63,44,908,1020,72,163.3225,13.315,2015,3,8,6/1/2010
805,DH,1326,JFK,228,7806,IAD,0,7,25,N665BR,delayed,-10,85,85,62,1030,1012,-18,163.32,13.3192,2015,3,8,7/1/2010
805,DH,1452,JFK,228,7808,IAD,0,7,25,N322UE,ontime,-5,146,146,111,1031,1012,-19,163.32,13.315,2015,3,8,8/1/2010
805,DH,1641,JFK,228,7810,IAD,0,7,25,N332UE,ontime,10,122,122,94,1107,1107,0,163.3,13.33,2015,3,8,9/1/2010
805,DH,1715,JFK,228,7812,IAD,0,7,25,N306UE,delayed,38,160,160,124,1045,1112,27,163.27,13.325,2015,3,8,10/1/2010
805,DH,2122,JFK,228,7814,IAD,1,7,25,N657BR,delayed,-5,148,148,116,1133,1123,-10,163.24,13.33,2015,3,8,11/1/2010
805,DH,1600,JFK,228,7816,IAD,0,7,25,N321UE,ontime,-6,120,120,101,905,921,16,163.2658,13.325,2015,3,8,12/1/2010
805,DL,1535,JFK,213,746,DCA,0,7,25,N931DL,delayed,-9,93,93,65,938,918,-20,163.25,13.335,2015,3,8,1/1/2011
805,DL,826,LGA,214,1744,DCA,0,7,25,N231DN,ontime,31,127,127,101,1012,1034,22,163.25,13.34,2015,3,8,2/1/2011
805,DL,1026,LGA,214,1748,DCA,0,7,25,N225DL,ontime,-7,95,95,68,940,931,-9,163.26,13.335,2015,3,8,3/1/2011
805,DL,1128,LGA,214,1750,DCA,0,7,25,N223DZ,ontime,-5,181,181,166,1006,1006,0,163.28,13.35,2015,3,8,4/1/2011
805,DL,1229,LGA,214,1752,DCA,0,7,25,N231DN,ontime,-11,108,108,72,953,936,-17,163.265,13.355,2015,3,8,5/1/2011
806,DL,1330,LGA,214,1754,DCA,0,7,25,N242DL,ontime,-8,164,164,134,1050,1030,-20,163.3,13.35,2015,3,9,6/1/2011
806,DL,1429,LGA,214,1756,DCA,0,7,25,N225DL,ontime,7,204,204,180,930,938,8,163.3,13.35,2015,3,9,7/1/2011
806,DL,1530,LGA,214,1758,DCA,0,7,25,N223DZ,ontime,-1,191,191,172,1117,1114,-3,163.26,13.335,2015,3,9,8/1/2011
806,DL,1633,LGA,214,1760,DCA,0,7,25,N231DN,ontime,1,92,92,62,938,933,-5,163.21,13.335,2015,3,9,9/1/2011
807,DL,1729,LGA,214,1762,DCA,0,7,25,N242DL,ontime,-6,128,128,113,1115,1121,6,163.26,13.3442,2015,3,9,10/1/2011
808,DL,1829,LGA,214,1764,DCA,0,7,25,N225DL,ontime,4,208,208,192,1036,1050,14,163.25,13.36,2015,3,9,11/1/2011
808,DL,1930,LGA,214,1766,DCA,0,7,25,N223DZ,ontime,2,197,197,164,1325,1332,7,163.3,13.36,2015,3,9,1/1/1991
808,DL,2031,LGA,214,1768,DCA,0,7,25,N231DN,ontime,85,68,68,29,916,1040,84,163.28,13.365,2015,3,9,2/1/1991
808,MQ,1604,JFK,213,4752,DCA,0,7,25,N718MQ,delayed,1,50,50,35,858,907,9,163.29,13.355,2015,3,9,3/1/1991
808,MQ,917,JFK,213,4771,DCA,0,7,25,N703MQ,ontime,4,110,110,668,858,850,8,163.31,13.345,2015,3,9,4/1/1991
808,MQ,1852,JFK,213,4784,DCA,0,7,25,N708MQ,ontime,-5,65,65,42,1013,1008,-5,163.3,13.35,2015,3,9,5/1/1991
809,MQ,1255,LGA,214,4964,DCA,0,7,25,N732MQ,ontime,-2,292,292,266,1601,1547,-14,163.29,13.34,2015,3,9,6/1/1991
809,MQ,1528,LGA,214,4968,DCA,0,7,25,N708MQ,delayed,-5,119,119,73,1008,932,-36,163.32,13.35,2015,3,9,7/1/1991
809,MQ,1659,LGA,214,4972,DCA,0,7,25,N851MQ,ontime,-8,60,60,33,909,907,-2,163.35,13.36,2015,3,9,8/1/1991
810,MQ,1859,LGA,214,4976,DCA,0,7,25,N723MQ,ontime,-6,80,80,47,930,1012,42,163.33,13.36,2015,3,9,9/1/1991
810,UA,845,LGA,229,846,IAD,0,7,25,N581UA,ontime,15,345,345,312,1055,1056,1,163.31,13.3451,2015,3,9,10/1/1991
810,US,859,LGA,214,2164,DCA,0,7,25,N768UW,ontime,11,361,361,327,1111,1107,-4,163.34,13.35,2015,3,9,11/1/1991
810,US,954,LGA,214,2166,DCA,0,7,25,N767UW,ontime,10,188,188,161,1318,1329,11,163.45,13.35,2015,3,9,12/1/1991
810,US,1053,LGA,214,2168,DCA,0,7,25,N738UW,ontime,-10,280,280,239,1550,1530,-20,163.45,13.35,2015,3,9,1/1/1992
810,US,1156,LGA,214,2170,DCA,0,7,25,N714UW,ontime,-3,143,143,112,1033,1034,1,163.465,13.35,2015,3,9,2/1/1992
810,US,1254,LGA,214,2172,DCA,0,7,25,N768UW,ontime,-4,155,155,134,1045,1045,0,163.45,13.35,2015,3,9,3/1/1992
810,US,1356,LGA,214,2174,DCA,0,7,25,N767UW,ontime,-2,270,270,233,1040,1013,-27,163.473,13.341,2015,3,9,4/1/1992
810,US,1455,LGA,214,2176,DCA,0,7,25,N738UW,ontime,0,320,320,280,1630,1607,-23,163.49,13.35,2015,3,9,5/1/1992
810,US,1600,LGA,214,2178,DCA,0,7,25,N714UW,ontime,-8,125,125,90,1015,949,-26,163.47,13.35,2015,3,9,6/1/1992
810,US,1655,LGA,214,2180,DCA,0,7,25,N725UW,ontime,-3,185,185,157,1115,1103,-12,163.5,13.36,2015,3,9,7/1/1992
810,US,1754,LGA,214,2182,DCA,0,7,25,N767UW,ontime,12,140,140,137,930,958,28,163.5017,13.345,2015,3,9,8/1/1992
810,US,1855,LGA,214,2184,DCA,0,7,25,N738UW,ontime,3,130,130,95,920,903,-17,163.4812,13.34,2015,3,9,9/1/1992
810,US,1953,LGA,214,2186,DCA,0,7,25,N714UW,ontime,-7,145,145,125,1135,1119,-16,163.43,13.3348,2015,3,9,10/1/1992
810,US,2057,LGA,214,2188,DCA,0,7,25,N760UW,delayed,20,90,90,74,1040,1059,19,163.48,13.32,2015,3,9,11/1/1992
810,RU,1456,EWR,169,2403,BWI,0,7,25,N14505,ontime,-3,80,80,55,930,915,-15,163.59,13.32,2015,3,9,12/1/1992
810,RU,1137,EWR,169,2303,BWI,0,7,25,N16927,delayed,-5,70,70,47,920,907,-13,163.63,13.3351,2015,3,9,1/1/1993
810,RU,1729,EWR,169,3372,BWI,0,7,25,N13908,ontime,-3,175,175,161,1305,1302,-3,163.64,13.345,2015,3,9,2/1/1993
810,RU,1313,EWR,169,2703,BWI,0,7,25,N13955,ontime,7,145,145,141,1135,1204,29,163.64,13.34,2015,3,9,3/1/1993
810,CO,1620,EWR,199,810,DCA,0,7,25,N33608,ontime,-1,224,224,185,1254,1229,-25,163.641,13.335,2015,3,9,4/1/1993
810,CO,1251,EWR,199,1767,DCA,0,7,25,N14645,ontime,-1,155,155,128,1045,1044,-1,163.62,13.335,2015,3,10,5/1/1993
810,CO,1856,EWR,199,816,DCA,0,7,25,N16650,ontime,-9,119,119,96,1009,1000,-9,163.6448,13.3499,2015,3,10,6/1/1993
810,DH,830,EWR,213,7299,IAD,0,7,25,N694BR,ontime,-7,295,295,248,1605,1535,-30,163.69,13.35,2015,3,10,7/1/1993
810,DH,1720,EWR,213,7302,IAD,0,7,25,N671BR,ontime,-13,225,225,212,1355,1357,2,163.64,13.335,2015,3,10,8/1/1993
810,DH,1238,EWR,213,7303,IAD,0,7,25,N671BR,ontime,6,154,154,131,1044,1049,5,163.63,13.34,2015,3,10,9/1/1993
810,DH,2120,EWR,213,7304,IAD,0,7,25,N664BR,delayed,-4,98,98,70,948,952,4,163.615,13.335,2015,3,10,10/1/1993
810,DH,1521,EWR,213,7307,IAD,0,7,25,N329UE,delayed,-5,85,85,52,935,929,-6,163.62,13.33,2015,3,10,11/1/1993
810,RU,2244,EWR,199,2879,DCA,0,7,25,N13936,delayed,0,148,148,122,1138,1132,-6,163.6398,13.315,2015,3,10,12/1/1993
810,RU,926,EWR,199,2582,DCA,0,7,25,N11548,ontime,3,191,191,149,1121,1103,-18,163.665,13.315,2015,3,10,1/1/1994
810,RU,840,EWR,213,2254,IAD,0,7,25,N13936,ontime,-2,202,202,155,1132,1133,1,163.6654,13.315,2015,3,10,2/1/1994
810,RU,1859,EWR,213,2385,IAD,0,7,25,N16151,delayed,-1,193,193,173,1023,1027,4,163.6161,13.305,2015,3,10,3/1/1994
810,RU,1456,EWR,213,2156,IAD,0,7,25,N41104,ontime,10,147,147,121,937,936,-1,163.6099,13.31,2015,3,10,4/1/1994
810,RU,1655,EWR,213,2497,IAD,0,7,25,N14907,ontime,-1,142,142,109,932,922,-10,163.6201,13.315,2015,3,10,5/1/1994
810,RU,1356,EWR,199,2216,DCA,0,7,25,N14950,ontime,-1,210,210,176,940,937,-3,163.63,13.32,2015,3,10,6/1/1994
810,RU,1736,EWR,199,2097,DCA,0,7,25,N13956,ontime,-3,130,130,92,1120,1108,-12,163.65,13.315,2015,3,10,7/1/1994
810,OH,1500,JFK,184,5935,BWI,0,1,26,N811CA,ontime,-10,120,120,101,910,904,-6,163.59,13.32,2015,3,10,8/1/1994
810,DH,1243,LGA,229,7208,IAD,0,1,26,N681BR,ontime,-9,115,115,79,1005,938,-27,163.61,13.315,2015,3,10,9/1/1994
810,DH,1612,LGA,229,7211,IAD,0,1,26,N708BR,delayed,-6,55,55,25,905,856,-9,163.49,13.305,2015,3,10,10/1/1994
810,DH,1947,LGA,229,7215,IAD,0,1,26,N656BR,delayed,-7,123,123,84,1013,942,-31,163.546,13.3199,2015,3,10,11/1/1994
810,DH,2150,LGA,229,7684,IAD,0,1,26,N670BR,delayed,-5,121,121,94,1011,957,-14,163.5,13.311,2015,3,10,12/1/1994
810,DH,1001,LGA,229,7790,IAD,0,1,26,N624BR,delayed,-7,129,129,79,919,846,-33,163.635,13.34,2015,3,10,1/1/1995
810,DH,1035,LGA,229,7792,IAD,0,1,26,N708BR,delayed,-6,138,138,115,928,914,-14,163.77,13.345,2015,3,10,2/1/1995
810,DH,839,JFK,228,7800,IAD,0,1,26,N683BR,ontime,48,38,38,27,848,940,52,163.7479,13.3274,2015,3,10,3/1/1995
810,DH,1235,JFK,228,7806,IAD,0,1,26,N653BR,ontime,-10,130,130,93,1120,1113,-7,163.71,13.33,2015,3,10,4/1/1995
810,DH,1459,JFK,228,7808,IAD,0,1,26,N330UE,delayed,11,133,133,668,1123,1133,10,163.67,13.315,2015,3,10,5/1/1995
810,DH,1759,JFK,228,7810,IAD,0,1,26,N329UE,delayed,-11,144,144,117,1134,1117,-17,163.674,13.325,2015,3,10,6/1/1995
810,DH,1829,JFK,228,7812,IAD,0,1,26,N333UE,delayed,5,232,232,207,1502,1507,5,163.58,13.31,2015,3,10,7/1/1995
810,DH,2120,JFK,228,7814,IAD,0,1,26,N687BR,ontime,-9,107,107,78,957,936,-21,163.6302,13.31,2015,3,11,8/1/1995
810,DH,1635,JFK,228,7816,IAD,0,1,26,N316UE,ontime,8,322,322,327,1032,1057,25,163.59,13.315,2015,3,11,9/1/1995
810,DL,1509,JFK,213,746,DCA,1,1,26,N905DL,delayed,-1,165,165,129,955,1012,17,163.64,13.32,2015,3,11,10/1/1995
811,DL,741,LGA,214,1742,DCA,1,1,26,N225DL,delayed,-4,292,292,262,1603,1546,-17,163.6306,13.31,2015,3,11,11/1/1995
811,DL,929,LGA,214,1746,DCA,0,1,26,N231DN,ontime,-5,319,319,277,1630,1606,-24,163.6488,13.32,2015,3,11,12/1/1995
811,DL,1033,LGA,214,1748,DCA,0,1,26,N221DL,ontime,0,124,124,96,1015,1006,-9,163.6299,13.315,2015,3,11,1/1/1996
811,DL,1129,LGA,214,1750,DCA,0,1,26,N225DL,ontime,-2,320,320,305,1031,1029,-2,163.67,13.31,2015,3,11,2/1/1996
811,DL,1229,LGA,214,1752,DCA,0,1,26,N242DL,ontime,-4,102,102,71,953,956,3,163.64,13.315,2015,3,11,3/1/1996
811,DL,1328,LGA,214,1754,DCA,0,1,26,N231DN,ontime,13,126,126,89,1017,1015,-2,163.6598,13.32,2015,3,11,4/1/1996
811,DL,1433,LGA,214,1756,DCA,0,1,26,N221DL,delayed,-9,63,63,33,1014,953,-21,163.65,13.315,2015,3,11,5/1/1996
812,DL,1540,LGA,214,1758,DCA,1,1,26,N225DL,delayed,-3,122,122,81,1114,1046,-28,163.66,13.315,2015,3,11,6/1/1996
812,DL,1634,LGA,214,1760,DCA,0,1,26,N242DL,ontime,34,248,248,218,1020,1056,36,163.65,13.315,2015,3,11,7/1/1996
812,DL,1730,LGA,214,1762,DCA,0,1,26,N231DN,ontime,-9,197,197,153,1129,1121,-8,163.65,13.3195,2015,3,11,8/1/1996
812,DL,1931,LGA,214,1766,DCA,0,1,26,N225DL,ontime,-10,87,87,55,939,914,-25,163.66,13.32,2015,3,11,9/1/1996
813,DL,2031,LGA,214,1768,DCA,0,1,26,N242DL,ontime,21,277,277,236,1050,1106,16,163.67,13.306,2015,3,12,10/1/1996
813,MQ,1619,JFK,213,4752,DCA,1,1,26,N713MQ,delayed,-1,151,151,122,1044,1036,-8,163.7,13.3,2015,3,12,11/1/1996
813,MQ,1956,JFK,213,4784,DCA,1,1,26,N711MQ,delayed,-8,37,37,22,850,843,-7,163.75,13.315,2015,3,12,12/1/1996
814,MQ,1017,LGA,214,4954,DCA,1,1,26,N718MQ,delayed,-8,165,165,143,1059,1038,-21,163.77,13.32,2015,3,12,1/1/1997
814,MQ,920,LGA,214,4956,DCA,1,1,26,N728MQ,delayed,-7,124,124,89,1018,1002,-16,163.77,13.32,2015,3,12,2/1/1997
