schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,delaytimeweathergood,delaytimeweatherbad
805,US,1259,LGA,214,1/24/2004,2172,DCA,0,6,24,N763UW,ontime,-9,95,95,940,930,-10,13.27,163.5
805,US,1457,LGA,214,1/24/2004,2176,DCA,0,6,24,N754UW,ontime,1,175,175,1000,957,-3,13.271,163.46
805,US,1656,LGA,214,1/24/2004,2180,DCA,0,6,24,N763UW,ontime,0,195,195,1220,1202,-18,13.2662,163.4
805,US,1854,LGA,214,1/24/2004,2184,DCA,0,6,24,N754UW,ontime,-6,130,130,915,909,-6,13.265,163.33
805,RU,1453,EWR,169,1/24/2004,2229,BWI,0,6,24,N14945,ontime,,120,120,1105,,,13.27,163.3736
805,RU,1715,EWR,169,1/24/2004,3372,BWI,0,6,24,N16927,ontime,-2,160,160,945,919,-26,13.2601,163.32
805,RU,654,EWR,169,1/24/2004,2703,BWI,0,6,24,N12996,delayed,0,246,246,1011,1042,31,13.27,163.37
805,RU,1029,EWR,169,1/24/2004,2303,BWI,0,6,24,N15926,ontime,1,217,217,1342,1328,-14,13.29,163.485
805,CO,1252,EWR,199,1/24/2004,808,DCA,0,6,24,N33608,ontime,27,334,334,1139,1156,17,13.29,163.445
805,DH,824,EWR,213,1/24/2004,7299,IAD,0,6,24,N640BR,ontime,7,243,243,1008,1003,-5,13.31,163.44
805,DH,1658,EWR,213,1/24/2004,7302,IAD,0,6,24,N675BR,ontime,-2,77,77,922,921,-1,13.305,163.45
805,DH,1240,EWR,213,1/24/2004,7303,IAD,0,6,24,N675BR,ontime,9,148,148,1033,1050,17,13.3,163.54
805,DH,2118,EWR,213,1/24/2004,7304,IAD,0,6,24,N654BR,ontime,-2,186,186,1011,1015,4,13.285,163.5199
805,RU,929,EWR,199,1/24/2004,2582,DCA,0,6,24,N48901,ontime,-4,172,172,957,1008,11,13.305,163.55
805,RU,1456,EWR,213,1/24/2004,2156,IAD,0,6,24,N12135,ontime,23,365,365,1210,1230,20,13.2988,163.55
805,RU,1556,EWR,199,1/24/2004,2361,DCA,0,6,24,N14505,ontime,-4,230,230,1355,1332,-23,13.2999,163.5425
805,RU,659,EWR,213,1/24/2004,2855,IAD,0,6,24,N15926,delayed,,70,70,915,,,13.3,163.6184
805,RU,640,EWR,199,1/24/2004,2761,DCA,0,6,24,N14930,ontime,-11,75,75,920,911,-9,13.29,163.56
805,RU,1358,EWR,199,1/24/2004,2216,DCA,0,6,24,N12552,ontime,0,160,160,1245,1239,-6,13.29,163.53
805,RU,1658,EWR,213,1/24/2004,2497,IAD,0,6,24,N34111,ontime,,70,70,915,,,13.3099,163.53
805,RU,1728,EWR,199,1/24/2004,2097,DCA,0,6,24,N11548,ontime,1,320,320,1625,1634,9,13.305,163.54
805,OH,1455,JFK,184,1/25/2004,5935,BWI,0,7,25,N967CA,ontime,0,265,265,1030,1014,-16,13.33,163.5383
805,DH,1656,JFK,213,1/25/2004,6155,DCA,0,7,25,N402FJ,ontime,6,126,126,1111,1106,-5,13.325,163.5
805,DH,1251,LGA,229,1/25/2004,7208,IAD,0,7,25,N647BR,ontime,,170,170,955,,,13.32,163.51
805,DH,1455,LGA,229,1/25/2004,7211,IAD,0,7,25,N708BR,ontime,9,185,185,1110,1104,-6,13.32,163.42
805,DH,1900,LGA,229,1/25/2004,7215,IAD,0,7,25,N698BR,delayed,-2,112,112,857,842,-15,13.31,163.41
805,DH,2244,LGA,229,1/25/2004,7684,IAD,0,7,25,N683BR,delayed,36,144,144,929,958,29,13.315,163.41
805,DH,901,JFK,228,1/25/2004,7800,IAD,0,7,25,N634BR,ontime,31,63,63,908,1020,72,13.315,163.3225
805,DH,1326,JFK,228,1/25/2004,7806,IAD,0,7,25,N665BR,delayed,-10,85,85,1030,1012,-18,13.3192,163.32
805,DH,1452,JFK,228,1/25/2004,7808,IAD,0,7,25,N322UE,ontime,-5,146,146,1031,1012,-19,13.315,163.32
805,DH,1641,JFK,228,1/25/2004,7810,IAD,0,7,25,N332UE,ontime,10,122,122,1107,1107,0,13.33,163.3
805,DH,1715,JFK,228,1/25/2004,7812,IAD,0,7,25,N306UE,delayed,38,160,160,1045,1112,27,13.325,163.27
805,DH,2122,JFK,228,1/25/2004,7814,IAD,1,7,25,N657BR,delayed,-5,148,148,1133,1123,-10,13.33,163.24
805,DH,1600,JFK,228,1/25/2004,7816,IAD,0,7,25,N321UE,ontime,-6,120,120,905,921,16,13.325,163.2658
805,DL,1535,JFK,213,1/25/2004,746,DCA,0,7,25,N931DL,delayed,-9,93,93,938,918,-20,13.335,163.25
805,DL,826,LGA,214,1/25/2004,1744,DCA,0,7,25,N231DN,ontime,31,127,127,1012,1034,22,13.34,163.25
805,DL,1026,LGA,214,1/25/2004,1748,DCA,0,7,25,N225DL,ontime,-7,95,95,940,931,-9,13.335,163.26
805,DL,1128,LGA,214,1/25/2004,1750,DCA,0,7,25,N223DZ,ontime,-5,181,181,1006,1006,0,13.35,163.28
805,DL,1229,LGA,214,1/25/2004,1752,DCA,0,7,25,N231DN,ontime,-11,108,108,953,936,-17,13.355,163.265
806,DL,1330,LGA,214,1/25/2004,1754,DCA,0,7,25,N242DL,ontime,-8,164,164,1050,1030,-20,13.35,163.3
806,DL,1429,LGA,214,1/25/2004,1756,DCA,0,7,25,N225DL,ontime,7,204,204,930,938,8,13.35,163.3
806,DL,1530,LGA,214,1/25/2004,1758,DCA,0,7,25,N223DZ,ontime,-1,191,191,1117,1114,-3,13.335,163.26
806,DL,1633,LGA,214,1/25/2004,1760,DCA,0,7,25,N231DN,ontime,1,92,92,938,933,-5,13.335,163.21
807,DL,1729,LGA,214,1/25/2004,1762,DCA,0,7,25,N242DL,ontime,-6,128,128,1115,1121,6,13.3442,163.26
808,DL,1829,LGA,214,1/25/2004,1764,DCA,0,7,25,N225DL,ontime,4,208,208,1036,1050,14,13.36,163.25
808,DL,1930,LGA,214,1/25/2004,1766,DCA,0,7,25,N223DZ,ontime,2,197,197,1325,1332,7,13.36,163.3
808,DL,2031,LGA,214,1/25/2004,1768,DCA,0,7,25,N231DN,ontime,85,68,68,916,1040,84,13.365,163.28
808,MQ,1604,JFK,213,1/25/2004,4752,DCA,0,7,25,N718MQ,delayed,1,50,50,858,907,9,13.355,163.29
808,MQ,917,JFK,213,1/25/2004,4771,DCA,0,7,25,N703MQ,ontime,,110,110,858,,,13.345,163.31
808,MQ,1852,JFK,213,1/25/2004,4784,DCA,0,7,25,N708MQ,ontime,-5,65,65,1013,1008,-5,13.35,163.3
809,MQ,1255,LGA,214,1/25/2004,4964,DCA,0,7,25,N732MQ,ontime,-2,292,292,1601,1547,-14,13.34,163.29
809,MQ,1528,LGA,214,1/25/2004,4968,DCA,0,7,25,N708MQ,delayed,-5,119,119,1008,932,-36,13.35,163.32
809,MQ,1659,LGA,214,1/25/2004,4972,DCA,0,7,25,N851MQ,ontime,-8,60,60,909,907,-2,13.36,163.35
810,MQ,1859,LGA,214,1/25/2004,4976,DCA,0,7,25,N723MQ,ontime,-6,80,80,930,1012,42,13.36,163.33
810,UA,845,LGA,229,1/25/2004,846,IAD,0,7,25,N581UA,ontime,15,345,345,1055,1056,1,13.3451,163.31
810,US,859,LGA,214,1/25/2004,2164,DCA,0,7,25,N768UW,ontime,11,361,361,1111,1107,-4,13.35,163.34
810,US,954,LGA,214,1/25/2004,2166,DCA,0,7,25,N767UW,ontime,10,188,188,1318,1329,11,13.35,163.45
810,US,1053,LGA,214,1/25/2004,2168,DCA,0,7,25,N738UW,ontime,-10,280,280,1550,1530,-20,13.35,163.45
810,US,1156,LGA,214,1/25/2004,2170,DCA,0,7,25,N714UW,ontime,-3,143,143,1033,1034,1,13.35,163.465
810,US,1254,LGA,214,1/25/2004,2172,DCA,0,7,25,N768UW,ontime,-4,155,155,1045,1045,0,13.35,163.45
810,US,1356,LGA,214,1/25/2004,2174,DCA,0,7,25,N767UW,ontime,-2,270,270,1040,1013,-27,13.341,163.473
810,US,1455,LGA,214,1/25/2004,2176,DCA,0,7,25,N738UW,ontime,0,320,320,1630,1607,-23,13.35,163.49
810,US,1600,LGA,214,1/25/2004,2178,DCA,0,7,25,N714UW,ontime,-8,125,125,1015,949,-26,13.35,163.47
810,US,1655,LGA,214,1/25/2004,2180,DCA,0,7,25,N725UW,ontime,-3,185,185,1115,1103,-12,13.36,163.5
810,US,1754,LGA,214,1/25/2004,2182,DCA,0,7,25,N767UW,ontime,12,140,140,930,958,28,13.345,163.5017
810,US,1855,LGA,214,1/25/2004,2184,DCA,0,7,25,N738UW,ontime,3,130,130,920,903,-17,13.34,163.4812
810,US,1953,LGA,214,1/25/2004,2186,DCA,0,7,25,N714UW,ontime,-7,145,145,1135,1119,-16,13.3348,163.43
810,US,2057,LGA,214,1/25/2004,2188,DCA,0,7,25,N760UW,delayed,20,90,90,1040,1059,19,13.32,163.48
810,RU,1456,EWR,169,1/25/2004,2403,BWI,0,7,25,N14505,ontime,-3,80,80,930,915,-15,13.32,163.59
810,RU,1137,EWR,169,1/25/2004,2303,BWI,0,7,25,N16927,delayed,-5,70,70,920,907,-13,13.3351,163.63
810,RU,1729,EWR,169,1/25/2004,3372,BWI,0,7,25,N13908,ontime,-3,175,175,1305,1302,-3,13.345,163.64
810,RU,1313,EWR,169,1/25/2004,2703,BWI,0,7,25,N13955,ontime,7,145,145,1135,1204,29,13.34,163.64
810,CO,1620,EWR,199,1/25/2004,810,DCA,0,7,25,N33608,ontime,-1,224,224,1254,1229,-25,13.335,163.641
810,CO,1251,EWR,199,1/25/2004,1767,DCA,0,7,25,N14645,ontime,-1,155,155,1045,1044,-1,13.335,163.62
810,CO,1856,EWR,199,1/25/2004,816,DCA,0,7,25,N16650,ontime,-9,119,119,1009,1000,-9,13.3499,163.6448
810,DH,830,EWR,213,1/25/2004,7299,IAD,0,7,25,N694BR,ontime,-7,295,295,1605,1535,-30,13.35,163.69
810,DH,1720,EWR,213,1/25/2004,7302,IAD,0,7,25,N671BR,ontime,-13,225,225,1355,1357,2,13.335,163.64
810,DH,1238,EWR,213,1/25/2004,7303,IAD,0,7,25,N671BR,ontime,6,154,154,1044,1049,5,13.34,163.63
810,DH,2120,EWR,213,1/25/2004,7304,IAD,0,7,25,N664BR,delayed,-4,98,98,948,952,4,13.335,163.615
810,DH,1521,EWR,213,1/25/2004,7307,IAD,0,7,25,N329UE,delayed,-5,85,85,935,929,-6,13.33,163.62
810,RU,2244,EWR,199,1/25/2004,2879,DCA,0,7,25,N13936,delayed,0,148,148,1138,1132,-6,13.315,163.6398
810,RU,926,EWR,199,1/25/2004,2582,DCA,0,7,25,N11548,ontime,3,191,191,1121,1103,-18,13.315,163.665
810,RU,840,EWR,213,1/25/2004,2254,IAD,0,7,25,N13936,ontime,-2,202,202,1132,1133,1,13.315,163.6654
810,RU,1859,EWR,213,1/25/2004,2385,IAD,0,7,25,N16151,delayed,-1,193,193,1023,1027,4,13.305,163.6161
810,RU,1456,EWR,213,1/25/2004,2156,IAD,0,7,25,N41104,ontime,10,147,147,937,936,-1,13.31,163.6099
810,RU,1655,EWR,213,1/25/2004,2497,IAD,0,7,25,N14907,ontime,-1,142,142,932,922,-10,13.315,163.6201
810,RU,1356,EWR,199,1/25/2004,2216,DCA,0,7,25,N14950,ontime,-1,210,210,940,937,-3,13.32,163.63
810,RU,1736,EWR,199,1/25/2004,2097,DCA,0,7,25,N13956,ontime,-3,130,130,1120,1108,-12,13.315,163.65
810,OH,1500,JFK,184,1/26/2004,5935,BWI,0,1,26,N811CA,ontime,-10,120,120,910,904,-6,13.32,163.59
810,DH,1243,LGA,229,1/26/2004,7208,IAD,0,1,26,N681BR,ontime,-9,115,115,1005,938,-27,13.315,163.61
810,DH,1612,LGA,229,1/26/2004,7211,IAD,0,1,26,N708BR,delayed,-6,55,55,905,856,-9,13.305,163.49
810,DH,1947,LGA,229,1/26/2004,7215,IAD,0,1,26,N656BR,delayed,-7,123,123,1013,942,-31,13.3199,163.546
810,DH,2150,LGA,229,1/26/2004,7684,IAD,0,1,26,N670BR,delayed,-5,121,121,1011,957,-14,13.311,163.5
810,DH,1001,LGA,229,1/26/2004,7790,IAD,0,1,26,N624BR,delayed,-7,129,129,919,846,-33,13.34,163.635
810,DH,1035,LGA,229,1/26/2004,7792,IAD,0,1,26,N708BR,delayed,-6,138,138,928,914,-14,13.345,163.77
810,DH,839,JFK,228,1/26/2004,7800,IAD,0,1,26,N683BR,ontime,48,38,38,848,940,52,13.3274,163.7479
810,DH,1235,JFK,228,1/26/2004,7806,IAD,0,1,26,N653BR,ontime,-10,130,130,1120,1113,-7,13.33,163.71
810,DH,1459,JFK,228,1/26/2004,7808,IAD,0,1,26,N330UE,delayed,,133,133,1123,,,13.315,163.67
810,DH,1759,JFK,228,1/26/2004,7810,IAD,0,1,26,N329UE,delayed,-11,144,144,1134,1117,-17,13.325,163.674
810,DH,1829,JFK,228,1/26/2004,7812,IAD,0,1,26,N333UE,delayed,5,232,232,1502,1507,5,13.31,163.58
810,DH,2120,JFK,228,1/26/2004,7814,IAD,0,1,26,N687BR,ontime,-9,107,107,957,936,-21,13.31,163.6302
810,DH,1635,JFK,228,1/26/2004,7816,IAD,0,1,26,N316UE,ontime,8,322,322,1032,1057,25,13.315,163.59
810,DL,1509,JFK,213,1/26/2004,746,DCA,1,1,26,N905DL,delayed,-1,165,165,955,1012,17,13.32,163.64
811,DL,741,LGA,214,1/26/2004,1742,DCA,1,1,26,N225DL,delayed,-4,292,292,1603,1546,-17,13.31,163.6306
811,DL,929,LGA,214,1/26/2004,1746,DCA,0,1,26,N231DN,ontime,-5,319,319,1630,1606,-24,13.32,163.6488
811,DL,1033,LGA,214,1/26/2004,1748,DCA,0,1,26,N221DL,ontime,0,124,124,1015,1006,-9,13.315,163.6299
811,DL,1129,LGA,214,1/26/2004,1750,DCA,0,1,26,N225DL,ontime,-2,320,320,1031,1029,-2,13.31,163.67
811,DL,1229,LGA,214,1/26/2004,1752,DCA,0,1,26,N242DL,ontime,-4,102,102,953,956,3,13.315,163.64
811,DL,1328,LGA,214,1/26/2004,1754,DCA,0,1,26,N231DN,ontime,13,126,126,1017,1015,-2,13.32,163.6598
811,DL,1433,LGA,214,1/26/2004,1756,DCA,0,1,26,N221DL,delayed,-9,63,63,1014,953,-21,13.315,163.65
812,DL,1540,LGA,214,1/26/2004,1758,DCA,1,1,26,N225DL,delayed,-3,122,122,1114,1046,-28,13.315,163.66
812,DL,1634,LGA,214,1/26/2004,1760,DCA,0,1,26,N242DL,ontime,34,248,248,1020,1056,36,13.315,163.65
812,DL,1730,LGA,214,1/26/2004,1762,DCA,0,1,26,N231DN,ontime,-9,197,197,1129,1121,-8,13.3195,163.65
812,DL,1931,LGA,214,1/26/2004,1766,DCA,0,1,26,N225DL,ontime,-10,87,87,939,914,-25,13.32,163.66
813,DL,2031,LGA,214,1/26/2004,1768,DCA,0,1,26,N242DL,ontime,21,277,277,1050,1106,16,13.306,163.67
813,MQ,1619,JFK,213,1/26/2004,4752,DCA,1,1,26,N713MQ,delayed,-1,151,151,1044,1036,-8,13.3,163.7
813,MQ,1956,JFK,213,1/26/2004,4784,DCA,1,1,26,N711MQ,delayed,-8,37,37,850,843,-7,13.315,163.75
814,MQ,1017,LGA,214,1/26/2004,4954,DCA,1,1,26,N718MQ,delayed,-8,165,165,1059,1038,-21,13.32,163.77
814,MQ,920,LGA,214,1/26/2004,4956,DCA,1,1,26,N728MQ,delayed,-7,124,124,1018,1002,-16,13.32,163.77
814,MQ,1607,LGA,214,1/26/2004,4964,DCA,1,1,26,N730MQ,delayed,11,189,189,1023,1034,11,13.33,163.83
814,MQ,2010,LGA,214,1/26/2004,4976,DCA,1,1,26,N728MQ,delayed,-2,43,43,857,858,1,13.32,163.81
814,UA,929,LGA,229,1/26/2004,846,IAD,1,1,26,N525UA,delayed,-8,169,169,1203,1159,-4,13.315,163.81
815,US,646,LGA,214,1/26/2004,1479,DCA,0,1,26,N767UW,delayed,-5,246,246,1021,1026,5,13.3,163.78
815,US,729,LGA,214,1/26/2004,2160,DCA,0,1,26,N704UW,delayed,-8,169,169,1104,1050,-14,13.29,163.78
815,US,801,LGA,214,1/26/2004,2162,DCA,0,1,26,N762UW,ontime,-2,121,121,1016,1021,5,13.315,163.86
815,US,925,LGA,214,1/26/2004,2164,DCA,1,1,26,N760UW,delayed,29,257,257,1432,1500,28,13.315,163.92
815,US,956,LGA,214,1/26/2004,2166,DCA,0,1,26,N710UW,ontime,-8,188,188,1323,1312,-11,13.311,163.92
815,US,1100,LGA,214,1/26/2004,2168,DCA,0,1,26,N704UW,delayed,-2,128,128,1023,1018,-5,13.32,163.94
815,US,1358,LGA,214,1/26/2004,2174,DCA,0,1,26,N710UW,ontime,7,117,117,1012,1020,8,13.31,163.95
815,US,1559,LGA,214,1/26/2004,2178,DCA,0,1,26,N762UW,ontime,-2,230,230,1505,1503,-2,13.315,163.9583
815,US,1703,LGA,214,1/26/2004,2180,DCA,0,1,26,N760UW,ontime,-7,155,155,1050,1043,-7,13.31,164.02
815,US,1756,LGA,214,1/26/2004,2182,DCA,0,1,26,N710UW,ontime,77,95,95,950,1052,62,13.33,163.98
815,US,1900,LGA,214,1/26/2004,2184,DCA,0,1,26,N704UW,ontime,0,85,85,840,820,-20,13.325,163.97
815,US,1955,LGA,214,1/26/2004,2186,DCA,0,1,26,N762UW,ontime,10,195,195,1230,1246,16,13.3344,163.98
815,US,2118,LGA,214,1/26/2004,2188,DCA,0,1,26,N760UW,delayed,-5,140,140,1035,1020,-15,13.3384,163.9939
815,RU,1737,EWR,169,1/26/2004,3372,BWI,0,1,26,N15555,delayed,-3,130,130,1025,1017,-8,13.36,164.0176
815,RU,1504,EWR,169,1/26/2004,2403,BWI,0,1,26,N17513,ontime,-5,110,110,1005,938,-27,13.36,164.01
815,CO,750,EWR,199,1/26/2004,806,DCA,1,1,26,N13624,delayed,2,200,200,1235,1235,0,13.35,163.99
815,CO,1922,EWR,199,1/26/2004,816,DCA,0,1,26,N23661,delayed,4,245,245,1420,1403,-17,13.35,164.01
815,CO,1254,EWR,199,1/26/2004,808,DCA,0,1,26,N33637,ontime,-9,319,319,1634,1552,-42,13.3301,164
815,DH,840,EWR,213,1/26/2004,7299,IAD,0,1,26,N655BR,ontime,-3,115,115,1010,1010,0,13.339,164.05
815,DH,1501,EWR,213,1/26/2004,7303,IAD,0,1,26,N685BR,delayed,9,165,165,1200,1223,23,13.3207,164.02
815,DH,2150,EWR,213,1/26/2004,7304,IAD,0,1,26,N631BR,delayed,-1,200,200,1235,1222,-13,13.325,164.03
815,DH,632,EWR,213,1/26/2004,7305,IAD,0,1,26,N316UE,ontime,-7,120,120,1115,1127,12,13.325,164.11
815,DH,1457,EWR,213,1/26/2004,7307,IAD,1,1,26,N320UE,delayed,-1,290,290,1605,1544,-21,13.3235,164.08
815,RU,1500,EWR,213,1/26/2004,2156,IAD,0,1,26,N14116,delayed,26,255,255,1130,1155,25,13.325,164.1
815,RU,2055,EWR,199,1/26/2004,2879,DCA,0,1,26,N21537,ontime,-3,100,100,955,950,-5,13.35,164.115
815,RU,856,EWR,199,1/26/2004,2582,DCA,0,1,26,N13929,ontime,1,130,130,1125,1151,26,13.36,164.114
815,RU,1939,EWR,213,1/26/2004,2385,IAD,0,1,26,N34110,delayed,-4,60,60,915,935,20,13.357,164.13
815,RU,1258,EWR,213,1/26/2004,2692,IAD,0,1,26,N16511,ontime,-9,117,117,1012,943,-29,13.345,164.15
815,RU,1754,EWR,213,1/26/2004,2497,IAD,0,1,26,N11539,delayed,-3,295,295,1610,1553,-17,13.345,164.16
815,RU,1358,EWR,199,1/26/2004,2216,DCA,0,1,26,N15973,ontime,0,305,305,1620,1559,-21,13.3593,164.16
815,RU,1755,EWR,199,1/26/2004,2261,DCA,1,1,26,N16927,delayed,-5,380,380,1135,1137,2,13.355,164.1921
815,OH,1515,JFK,184,1/27/2004,5935,BWI,0,2,27,N712CA,ontime,-1,316,316,1631,1612,-19,13.36,164.16
815,DH,1941,JFK,213,1/27/2004,6155,DCA,0,2,27,N420FJ,delayed,2,288,288,1103,1130,27,13.35,164.08
815,DH,1409,LGA,229,1/27/2004,7208,IAD,1,2,27,N661BR,delayed,-14,82,82,937,911,-26,13.3452,164.075
815,DH,1520,LGA,229,1/27/2004,7211,IAD,1,2,27,N676BR,delayed,-7,395,395,1150,1203,13,13.36,164.095
815,DH,1735,LGA,229,1/27/2004,7215,IAD,1,2,27,N631BR,delayed,-2,173,173,1108,1103,-5,13.35,164.1
815,DH,845,LGA,229,1/27/2004,7790,IAD,1,2,27,N624BR,delayed,-6,101,101,956,922,-34,13.3699,164.08
815,DH,1031,LGA,229,1/27/2004,7792,IAD,0,2,27,N676BR,ontime,-3,110,110,1005,951,-14,13.3493,164
815,DH,837,JFK,228,1/27/2004,7800,IAD,0,2,27,N670BR,delayed,-6,352,352,1207,1214,7,13.355,164.02
815,DH,1342,JFK,228,1/27/2004,7806,IAD,0,2,27,N643BR,delayed,-6,210,210,1345,1337,-8,13.3457,163.99
815,DH,1512,JFK,228,1/27/2004,7808,IAD,1,2,27,N324UE,delayed,1,123,123,1118,1137,19,13.34,163.92
815,DH,1915,JFK,228,1/27/2004,7812,IAD,1,2,27,N316UE,delayed,-13,188,188,1123,1106,-17,13.35,163.9
815,DH,2155,JFK,228,1/27/2004,7814,IAD,1,2,27,N648BR,delayed,0,328,328,1043,1014,-29,13.345,163.866
815,DL,1505,JFK,213,1/27/2004,746,DCA,0,2,27,N927DA,delayed,-2,374,374,1229,1210,-19,13.34,163.9
815,DL,731,LGA,214,1/27/2004,1742,DCA,0,2,27,N232DZ,ontime,-8,202,202,1137,1108,-29,13.35,163.9
815,DL,842,LGA,214,1/27/2004,1744,DCA,0,2,27,N242DL,delayed,0,89,89,844,829,-15,13.34,163.9
815,DL,1032,LGA,214,1/27/2004,1748,DCA,0,2,27,N225DL,ontime,-8,173,173,1108,1104,-4,13.34,163.875
815,DL,1231,LGA,214,1/27/2004,1752,DCA,0,2,27,N242DL,ontime,-5,94,94,849,830,-19,13.3365,164.02
815,DL,1430,LGA,214,1/27/2004,1756,DCA,0,2,27,N225DL,ontime,14,90,90,845,924,39,13.35,163.98
815,DL,1750,LGA,214,1/27/2004,1760,DCA,0,2,27,N242DL,delayed,3,140,140,935,937,2,13.34,163.91
815,DL,1927,LGA,214,1/27/2004,1764,DCA,0,2,27,N225DL,delayed,15,103,103,958,1026,28,13.335,163.91
815,DL,2030,LGA,214,1/27/2004,1768,DCA,0,2,27,N232DZ,delayed,4,95,95,850,834,-16,13.33,163.86
815,MQ,1551,JFK,213,1/27/2004,4752,DCA,0,2,27,N845MQ,delayed,,88,88,943,,,13.325,163.8
815,MQ,1915,JFK,213,1/27/2004,4784,DCA,1,2,27,N710MQ,delayed,-7,95,95,850,821,-29,13.3265,163.8
815,MQ,700,LGA,214,1/27/2004,4952,DCA,0,2,27,N713MQ,delayed,,60,60,915,,,13.321,163.89
815,MQ,810,LGA,214,1/27/2004,4954,DCA,0,2,27,N722MQ,ontime,-5,103,103,958,949,-9,13.3289,163.84
815,MQ,1612,LGA,214,1/27/2004,4966,DCA,1,2,27,N719MQ,delayed,-9,105,105,1000,955,-5,13.33,163.9
815,MQ,1459,LGA,214,1/27/2004,4968,DCA,0,2,27,N711MQ,ontime,-1,148,148,1043,1029,-14,13.34,163.91
815,MQ,1855,LGA,214,1/27/2004,4970,DCA,1,2,27,N703MQ,delayed,-9,125,125,920,910,-10,13.3298,163.89
815,UA,1026,LGA,229,1/27/2004,846,IAD,1,2,27,N534UA,delayed,-4,181,181,1016,1020,4,13.311,163.87
815,US,625,LGA,214,1/27/2004,1479,DCA,0,2,27,N744UW,ontime,100,121,121,1116,1244,88,13.314,163.85
815,US,657,LGA,214,1/27/2004,2160,DCA,0,2,27,N741UW,ontime,-11,50,50,905,854,-11,13.315,163.82
816,US,757,LGA,214,1/27/2004,2162,DCA,0,2,27,N704UW,ontime,4,139,139,1035,1026,-9,13.33,163.84
816,US,858,LGA,214,1/27/2004,2164,DCA,0,2,27,N733UW,ontime,10,334,334,1550,1552,2,13.32,163.85
816,US,956,LGA,214,1/27/2004,2166,DCA,0,2,27,N724UW,ontime,3,130,130,1026,1019,-7,13.3252,163.87
816,US,1057,LGA,214,1/27/2004,2168,DCA,0,2,27,N741UW,ontime,-9,81,81,937,915,-22,13.32,163.855
816,US,1156,LGA,214,1/27/2004,2170,DCA,0,2,27,N704UW,ontime,-5,54,54,910,906,-4,13.325,163.8809
817,US,1300,LGA,214,1/27/2004,2172,DCA,0,2,27,N733UW,ontime,-8,35,35,852,845,-7,13.3284,163.86
818,US,1357,LGA,214,1/27/2004,2174,DCA,0,2,27,N724UW,ontime,34,282,282,1100,1052,-8,13.3299,163.885
818,US,1457,LGA,214,1/27/2004,2176,DCA,0,2,27,N741UW,ontime,43,162,162,1100,1140,40,13.335,163.91
818,US,1559,LGA,214,1/27/2004,2178,DCA,0,2,27,N704UW,ontime,-2,162,162,1100,1043,-17,13.3292,163.88
818,US,1657,LGA,214,1/27/2004,2180,DCA,0,2,27,N733UW,ontime,,136,136,1134,,,13.32,163.86
819,RU,657,EWR,169,1/27/2004,2703,BWI,0,2,27,N12921,delayed,-4,60,60,919,922,3,13.33,163.93
820,CO,1813,EWR,199,1/27/2004,814,DCA,1,2,27,N10323,delayed,-3,115,115,1015,1006,-9,13.33,163.91
820,CO,1257,EWR,199,1/27/2004,808,DCA,0,2,27,N14613,delayed,-9,146,146,1146,1138,-8,13.3448,163.955
820,DH,840,EWR,213,1/27/2004,7299,IAD,0,2,27,N646BR,delayed,-4,285,285,1605,1539,-26,13.35,163.9808
820,DH,1824,EWR,213,1/27/2004,7302,IAD,1,2,27,N708BR,delayed,-4,320,320,1640,1643,3,13.355,164
820,DH,1348,EWR,213,1/27/2004,7303,IAD,0,2,27,N708BR,delayed,11,60,60,920,924,4,13.36,163.98
820,DH,2150,EWR,213,1/27/2004,7304,IAD,0,2,27,N646BR,delayed,-1,255,255,1035,1037,2,13.355,163.98
820,DH,1444,EWR,213,1/27/2004,7307,IAD,1,2,27,N322UE,delayed,-4,140,140,940,934,-6,13.355,163.92
820,RU,1456,EWR,213,1/27/2004,2156,IAD,0,2,27,N18982,delayed,-5,65,65,925,910,-15,13.37,163.98
820,RU,711,EWR,213,1/27/2004,2855,IAD,1,2,27,N17984,delayed,-2,115,115,915,916,1,13.37,163.98
820,RU,641,EWR,199,1/27/2004,2761,DCA,0,2,27,N34110,ontime,6,110,110,1010,1010,0,13.39,164
820,OH,1500,JFK,184,1/28/2004,5935,BWI,0,3,28,N809CA,ontime,-4,70,70,1030,1022,-8,13.4,163.97
820,DH,1631,JFK,213,1/28/2004,6155,DCA,0,3,28,N451FJ,ontime,3,356,356,1116,1058,-18,13.415,163.9068
820,DH,1238,LGA,229,1/28/2004,7208,IAD,0,3,28,N647BR,ontime,3,242,242,1022,1038,16,13.4101,163.8477
820,DH,1552,LGA,229,1/28/2004,7211,IAD,0,3,28,N329UE,delayed,-2,242,242,1022,1043,21,13.43,163.8392
820,DH,1744,LGA,229,1/28/2004,7215,IAD,0,3,28,N651BR,ontime,-4,99,99,959,959,0,13.4248,163.78
820,DH,2151,LGA,229,1/28/2004,7684,IAD,0,3,28,N634BR,delayed,18,152,152,1152,1153,1,13.43,163.75
820,DH,640,LGA,229,1/28/2004,7790,IAD,0,3,28,N679BR,ontime,4,280,280,1500,1429,-31,13.421,163.6951
