carrier,origin,dest,flightnumber,tailnu,date,dayweek,daymonth,YEAR,MONTH,DAY,weather,distance,delay,SCHEDULED_DEPARTURE,DEPARTURE_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DELAY_LABEL,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,delaytimeweathergood,delaytimeweatherbad
US,DCA,LGA,2180,N763UW,1/24/2004,6,24,2015,3,6,0,214,delayed,805,1656,1220,1202,-18,,0,195,195,163,13.2662,163.4
US,DCA,LGA,2184,N754UW,1/24/2004,6,24,2015,3,7,0,214,ontime,805,1854,915,909,-6,,-6,130,130,100,13.265,163.33
RU,BWI,EWR,2229,N14945,1/24/2004,6,24,2015,3,7,0,169,delayed,805,1453,1105,1110,8,,7,120,120,668,13.27,163.3736
RU,BWI,EWR,3372,N16927,1/24/2004,6,24,2015,3,7,0,169,ontime,805,1715,945,919,-26,,-2,160,160,123,13.2601,163.32
RU,BWI,EWR,2703,N12996,1/24/2004,6,24,2015,3,7,0,169,delayed,805,654,1011,1042,31,,0,246,246,234,13.27,163.37
RU,BWI,EWR,2303,N15926,1/24/2004,6,24,2015,3,7,0,169,delayed,805,1029,1342,1328,-14,,1,217,217,185,13.29,163.485
CO,DCA,EWR,808,N33608,1/24/2004,6,24,2015,3,7,0,199,delayed,805,1252,1139,1156,17,,27,334,334,307,13.29,163.445
DH,IAD,EWR,7299,N640BR,1/24/2004,6,24,2015,3,7,0,213,delayed,805,824,1008,1003,-5,,7,243,243,209,13.31,163.44
DH,IAD,EWR,7302,N675BR,1/24/2004,6,24,2015,3,7,0,213,ontime,805,1658,922,921,-1,,-2,77,77,61,13.305,163.45
DH,IAD,EWR,7303,N675BR,1/24/2004,6,24,2015,3,7,0,213,delayed,805,1240,1033,1050,17,,9,148,148,129,13.3,163.54
DH,IAD,EWR,7304,N654BR,1/24/2004,6,24,2015,3,7,0,213,ontime,805,2118,1011,1015,4,,-2,186,186,150,13.285,163.5199
RU,DCA,EWR,2582,N48901,1/24/2004,6,24,2015,3,7,0,199,ontime,805,929,957,1008,11,,-4,172,172,162,13.305,163.55
RU,IAD,EWR,2156,N12135,1/24/2004,6,24,2015,3,7,0,213,delayed,805,1456,1210,1230,20,,23,365,365,346,13.2988,163.55
RU,DCA,EWR,2361,N14505,1/24/2004,6,24,2015,3,8,0,199,ontime,805,1556,1355,1332,-23,,-4,230,230,194,13.2999,163.5425
RU,IAD,EWR,2855,N15926,1/24/2004,6,24,2015,3,8,0,213,delayed,805,659,915,935,20,,1,70,70,668,13.3,163.6184
RU,DCA,EWR,2761,N14930,1/24/2004,6,24,2015,3,8,0,199,ontime,805,640,920,911,-9,,-11,75,75,54,13.29,163.56
RU,DCA,EWR,2216,N12552,1/24/2004,6,24,2015,3,8,0,199,delayed,805,1358,1245,1239,-6,,0,160,160,133,13.29,163.53
RU,IAD,EWR,2497,N34111,1/24/2004,6,24,2015,3,8,0,213,delayed,805,1658,915,926,8,,4,70,70,668,13.3099,163.53
RU,DCA,EWR,2097,N11548,1/24/2004,6,24,2015,3,8,0,199,delayed,805,1728,1625,1634,9,,1,320,320,306,13.305,163.54
OH,BWI,JFK,5935,N967CA,1/25/2004,7,25,2015,3,8,0,184,delayed,805,1455,1030,1014,-16,,0,265,265,224,13.33,163.5383
DH,DCA,JFK,6155,N402FJ,1/25/2004,7,25,2015,3,8,0,213,delayed,805,1656,1111,1106,-5,,6,126,126,96,13.325,163.5
DH,IAD,LGA,7208,N647BR,1/25/2004,7,25,2015,3,8,0,229,delayed,805,1251,955,950,-5,,8,170,170,668,13.32,163.51
DH,IAD,LGA,7211,N708BR,1/25/2004,7,25,2015,3,8,0,229,delayed,805,1455,1110,1104,-6,,9,185,185,143,13.32,163.42
DH,IAD,LGA,7215,N698BR,1/25/2004,7,25,2015,3,8,0,229,ontime,805,1900,857,842,-15,,-2,112,112,84,13.31,163.41
DH,IAD,LGA,7684,N683BR,1/25/2004,7,25,2015,3,8,0,229,delayed,805,2244,929,958,29,,36,144,144,114,13.315,163.41
DH,IAD,JFK,7800,N634BR,1/25/2004,7,25,2015,3,8,0,228,delayed,805,901,908,1020,72,,31,63,63,44,13.315,163.3225
DH,IAD,JFK,7806,N665BR,1/25/2004,7,25,2015,3,8,0,228,ontime,805,1326,1030,1012,-18,,-10,85,85,62,13.3192,163.32
DH,IAD,JFK,7808,N322UE,1/25/2004,7,25,2015,3,8,0,228,ontime,805,1452,1031,1012,-19,,-5,146,146,111,13.315,163.32
DH,IAD,JFK,7810,N332UE,1/25/2004,7,25,2015,3,8,0,228,delayed,805,1641,1107,1107,0,,10,122,122,94,13.33,163.3
DH,IAD,JFK,7812,N306UE,1/25/2004,7,25,2015,3,8,0,228,delayed,805,1715,1045,1112,27,,38,160,160,124,13.325,163.27
DH,IAD,JFK,7814,N657BR,1/25/2004,7,25,2015,3,8,1,228,ontime,805,2122,1133,1123,-10,,-5,148,148,116,13.33,163.24
DH,IAD,JFK,7816,N321UE,1/25/2004,7,25,2015,3,8,0,228,ontime,805,1600,905,921,16,,-6,120,120,101,13.325,163.2658
DL,DCA,JFK,746,N931DL,1/25/2004,7,25,2015,3,8,0,213,ontime,805,1535,938,918,-20,,-9,93,93,65,13.335,163.25
DL,DCA,LGA,1744,N231DN,1/25/2004,7,25,2015,3,8,0,214,delayed,805,826,1012,1034,22,,31,127,127,101,13.34,163.25
DL,DCA,LGA,1748,N225DL,1/25/2004,7,25,2015,3,8,0,214,ontime,805,1026,940,931,-9,,-7,95,95,68,13.335,163.26
DL,DCA,LGA,1750,N223DZ,1/25/2004,7,25,2015,3,8,0,214,ontime,805,1128,1006,1006,0,,-5,181,181,166,13.35,163.28
DL,DCA,LGA,1752,N231DN,1/25/2004,7,25,2015,3,8,0,214,ontime,805,1229,953,936,-17,,-11,108,108,72,13.355,163.265
DL,DCA,LGA,1754,N242DL,1/25/2004,7,25,2015,3,9,0,214,ontime,806,1330,1050,1030,-20,,-8,164,164,134,13.35,163.3
DL,DCA,LGA,1756,N225DL,1/25/2004,7,25,2015,3,9,0,214,delayed,806,1429,930,938,8,,7,204,204,180,13.35,163.3
DL,DCA,LGA,1758,N223DZ,1/25/2004,7,25,2015,3,9,0,214,ontime,806,1530,1117,1114,-3,,-1,191,191,172,13.335,163.26
DL,DCA,LGA,1760,N231DN,1/25/2004,7,25,2015,3,9,0,214,delayed,806,1633,938,933,-5,,1,92,92,62,13.335,163.21
DL,DCA,LGA,1762,N242DL,1/25/2004,7,25,2015,3,9,0,214,ontime,807,1729,1115,1121,6,,-6,128,128,113,13.3442,163.26
DL,DCA,LGA,1764,N225DL,1/25/2004,7,25,2015,3,9,0,214,delayed,808,1829,1036,1050,14,,4,208,208,192,13.36,163.25
DL,DCA,LGA,1766,N223DZ,1/25/2004,7,25,2015,3,9,0,214,delayed,808,1930,1325,1332,7,,2,197,197,164,13.36,163.3
DL,DCA,LGA,1768,N231DN,1/25/2004,7,25,2015,3,9,0,214,delayed,808,2031,916,1040,84,,85,68,68,29,13.365,163.28
MQ,DCA,JFK,4752,N718MQ,1/25/2004,7,25,2015,3,9,0,213,delayed,808,1604,858,907,9,,1,50,50,35,13.355,163.29
MQ,DCA,JFK,4771,N703MQ,1/25/2004,7,25,2015,3,9,0,213,delayed,808,917,858,850,8,,4,110,110,668,13.345,163.31
MQ,DCA,JFK,4784,N708MQ,1/25/2004,7,25,2015,3,9,0,213,ontime,808,1852,1013,1008,-5,,-5,65,65,42,13.35,163.3
MQ,DCA,LGA,4964,N732MQ,1/25/2004,7,25,2015,3,9,0,214,ontime,809,1255,1601,1547,-14,,-2,292,292,266,13.34,163.29
MQ,DCA,LGA,4968,N708MQ,1/25/2004,7,25,2015,3,9,0,214,ontime,809,1528,1008,932,-36,,-5,119,119,73,13.35,163.32
MQ,DCA,LGA,4972,N851MQ,1/25/2004,7,25,2015,3,9,0,214,ontime,809,1659,909,907,-2,,-8,60,60,33,13.36,163.35
MQ,DCA,LGA,4976,N723MQ,1/25/2004,7,25,2015,3,9,0,214,ontime,810,1859,930,1012,42,,-6,80,80,47,13.36,163.33
UA,IAD,LGA,846,N581UA,1/25/2004,7,25,2015,3,9,0,229,delayed,810,845,1055,1056,1,,15,345,345,312,13.3451,163.31
US,DCA,LGA,2164,N768UW,1/25/2004,7,25,2015,3,9,0,214,delayed,810,859,1111,1107,-4,,11,361,361,327,13.35,163.34
US,DCA,LGA,2166,N767UW,1/25/2004,7,25,2015,3,9,0,214,delayed,810,954,1318,1329,11,,10,188,188,161,13.35,163.45
US,DCA,LGA,2168,N738UW,1/25/2004,7,25,2015,3,9,0,214,ontime,810,1053,1550,1530,-20,,-10,280,280,239,13.35,163.45
US,DCA,LGA,2170,N714UW,1/25/2004,7,25,2015,3,9,0,214,ontime,810,1156,1033,1034,1,,-3,143,143,112,13.35,163.465
US,DCA,LGA,2172,N768UW,1/25/2004,7,25,2015,3,9,0,214,ontime,810,1254,1045,1045,0,,-4,155,155,134,13.35,163.45
US,DCA,LGA,2174,N767UW,1/25/2004,7,25,2015,3,9,0,214,ontime,810,1356,1040,1013,-27,,-2,270,270,233,13.341,163.473
US,DCA,LGA,2176,N738UW,1/25/2004,7,25,2015,3,9,0,214,delayed,810,1455,1630,1607,-23,,0,320,320,280,13.35,163.49
US,DCA,LGA,2178,N714UW,1/25/2004,7,25,2015,3,9,0,214,ontime,810,1600,1015,949,-26,,-8,125,125,90,13.35,163.47
US,DCA,LGA,2180,N725UW,1/25/2004,7,25,2015,3,9,0,214,ontime,810,1655,1115,1103,-12,,-3,185,185,157,13.36,163.5
US,DCA,LGA,2182,N767UW,1/25/2004,7,25,2015,3,9,0,214,delayed,810,1754,930,958,28,,12,140,140,137,13.345,163.5017
US,DCA,LGA,2184,N738UW,1/25/2004,7,25,2015,3,9,0,214,delayed,810,1855,920,903,-17,,3,130,130,95,13.34,163.4812
US,DCA,LGA,2186,N714UW,1/25/2004,7,25,2015,3,9,0,214,ontime,810,1953,1135,1119,-16,,-7,145,145,125,13.3348,163.43
US,DCA,LGA,2188,N760UW,1/25/2004,7,25,2015,3,9,0,214,delayed,810,2057,1040,1059,19,,20,90,90,74,13.32,163.48
RU,BWI,EWR,2403,N14505,1/25/2004,7,25,2015,3,9,0,169,ontime,810,1456,930,915,-15,,-3,80,80,55,13.32,163.59
RU,BWI,EWR,2303,N16927,1/25/2004,7,25,2015,3,9,0,169,ontime,810,1137,920,907,-13,,-5,70,70,47,13.3351,163.63
RU,BWI,EWR,3372,N13908,1/25/2004,7,25,2015,3,9,0,169,ontime,810,1729,1305,1302,-3,,-3,175,175,161,13.345,163.64
RU,BWI,EWR,2703,N13955,1/25/2004,7,25,2015,3,9,0,169,delayed,810,1313,1135,1204,29,,7,145,145,141,13.34,163.64
CO,DCA,EWR,810,N33608,1/25/2004,7,25,2015,3,9,0,199,ontime,810,1620,1254,1229,-25,,-1,224,224,185,13.335,163.641
CO,DCA,EWR,1767,N14645,1/25/2004,7,25,2015,3,10,0,199,ontime,810,1251,1045,1044,-1,,-1,155,155,128,13.335,163.62
CO,DCA,EWR,816,N16650,1/25/2004,7,25,2015,3,10,0,199,ontime,810,1856,1009,1000,-9,,-9,119,119,96,13.3499,163.6448
DH,IAD,EWR,7299,N694BR,1/25/2004,7,25,2015,3,10,0,213,ontime,810,830,1605,1535,-30,,-7,295,295,248,13.35,163.69
DH,IAD,EWR,7302,N671BR,1/25/2004,7,25,2015,3,10,0,213,ontime,810,1720,1355,1357,2,,-13,225,225,212,13.335,163.64
DH,IAD,EWR,7303,N671BR,1/25/2004,7,25,2015,3,10,0,213,delayed,810,1238,1044,1049,5,,6,154,154,131,13.34,163.63
DH,IAD,EWR,7304,N664BR,1/25/2004,7,25,2015,3,10,0,213,ontime,810,2120,948,952,4,,-4,98,98,70,13.335,163.615
DH,IAD,EWR,7307,N329UE,1/25/2004,7,25,2015,3,10,0,213,ontime,810,1521,935,929,-6,,-5,85,85,52,13.33,163.62
RU,DCA,EWR,2879,N13936,1/25/2004,7,25,2015,3,10,0,199,delayed,810,2244,1138,1132,-6,,0,148,148,122,13.315,163.6398
RU,DCA,EWR,2582,N11548,1/25/2004,7,25,2015,3,10,0,199,delayed,810,926,1121,1103,-18,,3,191,191,149,13.315,163.665
RU,IAD,EWR,2254,N13936,1/25/2004,7,25,2015,3,10,0,213,ontime,810,840,1132,1133,1,,-2,202,202,155,13.315,163.6654
RU,IAD,EWR,2385,N16151,1/25/2004,7,25,2015,3,10,0,213,ontime,810,1859,1023,1027,4,,-1,193,193,173,13.305,163.6161
RU,IAD,EWR,2156,N41104,1/25/2004,7,25,2015,3,10,0,213,delayed,810,1456,937,936,-1,,10,147,147,121,13.31,163.6099
RU,IAD,EWR,2497,N14907,1/25/2004,7,25,2015,3,10,0,213,ontime,810,1655,932,922,-10,,-1,142,142,109,13.315,163.6201
RU,DCA,EWR,2216,N14950,1/25/2004,7,25,2015,3,10,0,199,ontime,810,1356,940,937,-3,,-1,210,210,176,13.32,163.63
RU,DCA,EWR,2097,N13956,1/25/2004,7,25,2015,3,10,0,199,ontime,810,1736,1120,1108,-12,,-3,130,130,92,13.315,163.65
OH,BWI,JFK,5935,N811CA,1/26/2004,1,26,2015,3,10,0,184,ontime,810,1500,910,904,-6,,-10,120,120,101,13.32,163.59
DH,IAD,LGA,7208,N681BR,1/26/2004,1,26,2015,3,10,0,229,ontime,810,1243,1005,938,-27,,-9,115,115,79,13.315,163.61
DH,IAD,LGA,7211,N708BR,1/26/2004,1,26,2015,3,10,0,229,ontime,810,1612,905,856,-9,,-6,55,55,25,13.305,163.49
DH,IAD,LGA,7215,N656BR,1/26/2004,1,26,2015,3,10,0,229,ontime,810,1947,1013,942,-31,,-7,123,123,84,13.3199,163.546
DH,IAD,LGA,7684,N670BR,1/26/2004,1,26,2015,3,10,0,229,ontime,810,2150,1011,957,-14,,-5,121,121,94,13.311,163.5
DH,IAD,LGA,7790,N624BR,1/26/2004,1,26,2015,3,10,0,229,ontime,810,1001,919,846,-33,,-7,129,129,79,13.34,163.635
DH,IAD,LGA,7792,N708BR,1/26/2004,1,26,2015,3,10,0,229,ontime,810,1035,928,914,-14,,-6,138,138,115,13.345,163.77
DH,IAD,JFK,7800,N683BR,1/26/2004,1,26,2015,3,10,0,228,delayed,810,839,848,940,52,,48,38,38,27,13.3274,163.7479
DH,IAD,JFK,7806,N653BR,1/26/2004,1,26,2015,3,10,0,228,ontime,810,1235,1120,1113,-7,,-10,130,130,93,13.33,163.71
DH,IAD,JFK,7808,N330UE,1/26/2004,1,26,2015,3,10,0,228,delayed,810,1459,1123,1133,10,,11,133,133,668,13.315,163.67
DH,IAD,JFK,7810,N329UE,1/26/2004,1,26,2015,3,10,0,228,ontime,810,1759,1134,1117,-17,,-11,144,144,117,13.325,163.674
DH,IAD,JFK,7812,N333UE,1/26/2004,1,26,2015,3,10,0,228,delayed,810,1829,1502,1507,5,,5,232,232,207,13.31,163.58
DH,IAD,JFK,7814,N687BR,1/26/2004,1,26,2015,3,11,0,228,ontime,810,2120,957,936,-21,,-9,107,107,78,13.31,163.6302
DH,IAD,JFK,7816,N316UE,1/26/2004,1,26,2015,3,11,0,228,delayed,810,1635,1032,1057,25,,8,322,322,327,13.315,163.59
DL,DCA,JFK,746,N905DL,1/26/2004,1,26,2015,3,11,1,213,ontime,810,1509,955,1012,17,,-1,165,165,129,13.32,163.64
DL,DCA,LGA,1742,N225DL,1/26/2004,1,26,2015,3,11,1,214,ontime,811,741,1603,1546,-17,,-4,292,292,262,13.31,163.6306
DL,DCA,LGA,1746,N231DN,1/26/2004,1,26,2015,3,11,0,214,ontime,811,929,1630,1606,-24,,-5,319,319,277,13.32,163.6488
DL,DCA,LGA,1748,N221DL,1/26/2004,1,26,2015,3,11,0,214,delayed,811,1033,1015,1006,-9,,0,124,124,96,13.315,163.6299
DL,DCA,LGA,1750,N225DL,1/26/2004,1,26,2015,3,11,0,214,ontime,811,1129,1031,1029,-2,,-2,320,320,305,13.31,163.67
DL,DCA,LGA,1752,N242DL,1/26/2004,1,26,2015,3,11,0,214,ontime,811,1229,953,956,3,,-4,102,102,71,13.315,163.64
DL,DCA,LGA,1754,N231DN,1/26/2004,1,26,2015,3,11,0,214,delayed,811,1328,1017,1015,-2,,13,126,126,89,13.32,163.6598
DL,DCA,LGA,1756,N221DL,1/26/2004,1,26,2015,3,11,0,214,ontime,811,1433,1014,953,-21,,-9,63,63,33,13.315,163.65
DL,DCA,LGA,1758,N225DL,1/26/2004,1,26,2015,3,11,1,214,ontime,812,1540,1114,1046,-28,,-3,122,122,81,13.315,163.66
DL,DCA,LGA,1760,N242DL,1/26/2004,1,26,2015,3,11,0,214,delayed,812,1634,1020,1056,36,,34,248,248,218,13.315,163.65
DL,DCA,LGA,1762,N231DN,1/26/2004,1,26,2015,3,11,0,214,ontime,812,1730,1129,1121,-8,,-9,197,197,153,13.3195,163.65
DL,DCA,LGA,1766,N225DL,1/26/2004,1,26,2015,3,11,0,214,ontime,812,1931,939,914,-25,,-10,87,87,55,13.32,163.66
DL,DCA,LGA,1768,N242DL,1/26/2004,1,26,2015,3,12,0,214,delayed,813,2031,1050,1106,16,,21,277,277,236,13.306,163.67
MQ,DCA,JFK,4752,N713MQ,1/26/2004,1,26,2015,3,12,1,213,ontime,813,1619,1044,1036,-8,,-1,151,151,122,13.3,163.7
MQ,DCA,JFK,4784,N711MQ,1/26/2004,1,26,2015,3,12,1,213,ontime,813,1956,850,843,-7,,-8,37,37,22,13.315,163.75
MQ,DCA,LGA,4954,N718MQ,1/26/2004,1,26,2015,3,12,1,214,ontime,814,1017,1059,1038,-21,,-8,165,165,143,13.32,163.77
MQ,DCA,LGA,4956,N728MQ,1/26/2004,1,26,2015,3,12,1,214,ontime,814,920,1018,1002,-16,,-7,124,124,89,13.32,163.77
MQ,DCA,LGA,4964,N730MQ,1/26/2004,1,26,2015,3,12,1,214,delayed,814,1607,1023,1034,11,,11,189,189,162,13.33,163.83
MQ,DCA,LGA,4976,N728MQ,1/26/2004,1,26,2015,3,12,1,214,ontime,814,2010,857,858,1,,-2,43,43,29,13.32,163.81
UA,IAD,LGA,846,N525UA,1/26/2004,1,26,2015,3,12,1,229,ontime,814,929,1203,1159,-4,,-8,169,169,144,13.315,163.81
US,DCA,LGA,1479,N767UW,1/26/2004,1,26,2015,3,12,0,214,ontime,815,646,1021,1026,5,,-5,246,246,237,13.3,163.78
US,DCA,LGA,2160,N704UW,1/26/2004,1,26,2015,3,12,0,214,ontime,815,729,1104,1050,-14,,-8,169,169,144,13.29,163.78
US,DCA,LGA,2162,N762UW,1/26/2004,1,26,2015,3,12,0,214,ontime,815,801,1016,1021,5,,-2,121,121,90,13.315,163.86
US,DCA,LGA,2164,N760UW,1/26/2004,1,26,2015,3,12,1,214,delayed,815,925,1432,1500,28,,29,257,257,237,13.315,163.92
US,DCA,LGA,2166,N710UW,1/26/2004,1,26,2015,3,12,0,214,ontime,815,956,1323,1312,-11,,-8,188,188,145,13.311,163.92
US,DCA,LGA,2168,N704UW,1/26/2004,1,26,2015,3,12,0,214,ontime,815,1100,1023,1018,-5,,-2,128,128,102,13.32,163.94
US,DCA,LGA,2174,N710UW,1/26/2004,1,26,2015,3,12,0,214,delayed,815,1358,1012,1020,8,,7,117,117,75,13.31,163.95
US,DCA,LGA,2178,N762UW,1/26/2004,1,26,2015,3,13,0,214,ontime,815,1559,1505,1503,-2,,-2,230,230,199,13.315,163.9583
US,DCA,LGA,2180,N760UW,1/26/2004,1,26,2015,3,13,0,214,ontime,815,1703,1050,1043,-7,,-7,155,155,140,13.31,164.02
US,DCA,LGA,2182,N710UW,1/26/2004,1,26,2015,3,13,0,214,delayed,815,1756,950,1052,62,,77,95,95,66,13.33,163.98
US,DCA,LGA,2184,N704UW,1/26/2004,1,26,2015,3,13,0,214,delayed,815,1900,840,820,-20,,0,85,85,52,13.325,163.97
US,DCA,LGA,2186,N762UW,1/26/2004,1,26,2015,3,13,0,214,delayed,815,1955,1230,1246,16,,10,195,195,168,13.3344,163.98
US,DCA,LGA,2188,N760UW,1/26/2004,1,26,2015,3,13,0,214,ontime,815,2118,1035,1020,-15,,-5,140,140,108,13.3384,163.9939
RU,BWI,EWR,3372,N15555,1/26/2004,1,26,2015,3,13,0,169,ontime,815,1737,1025,1017,-8,,-3,130,130,110,13.36,164.0176
RU,BWI,EWR,2403,N17513,1/26/2004,1,26,2015,3,13,0,169,ontime,815,1504,1005,938,-27,,-5,110,110,75,13.36,164.01
CO,DCA,EWR,806,N13624,1/26/2004,1,26,2015,3,13,1,199,delayed,815,750,1235,1235,0,,2,200,200,157,13.35,163.99
CO,DCA,EWR,816,N23661,1/26/2004,1,26,2015,3,13,0,199,delayed,815,1922,1420,1403,-17,,4,245,245,200,13.35,164.01
CO,DCA,EWR,808,N33637,1/26/2004,1,26,2015,3,13,0,199,ontime,815,1254,1634,1552,-42,,-9,319,319,265,13.3301,164
DH,IAD,EWR,7299,N655BR,1/26/2004,1,26,2015,3,13,0,213,ontime,815,840,1010,1010,0,,-3,115,115,85,13.339,164.05
DH,IAD,EWR,7303,N685BR,1/26/2004,1,26,2015,3,13,0,213,delayed,815,1501,1200,1223,23,,9,165,165,134,13.3207,164.02
DH,IAD,EWR,7304,N631BR,1/26/2004,1,26,2015,3,13,0,213,ontime,815,2150,1235,1222,-13,,-1,200,200,155,13.325,164.03
DH,IAD,EWR,7305,N316UE,1/26/2004,1,26,2015,3,13,0,213,ontime,815,632,1115,1127,12,,-7,120,120,90,13.325,164.11
DH,IAD,EWR,7307,N320UE,1/26/2004,1,26,2015,3,13,1,213,ontime,815,1457,1605,1544,-21,,-1,290,290,244,13.3235,164.08
RU,IAD,EWR,2156,N14116,1/26/2004,1,26,2015,3,13,0,213,delayed,815,1500,1130,1155,25,,26,255,255,228,13.325,164.1
RU,DCA,EWR,2879,N21537,1/26/2004,1,26,2015,3,13,0,199,ontime,815,2055,955,950,-5,,-3,100,100,78,13.35,164.115
RU,DCA,EWR,2582,N13929,1/26/2004,1,26,2015,3,13,0,199,delayed,815,856,1125,1151,26,,1,130,130,98,13.36,164.114
RU,IAD,EWR,2385,N34110,1/26/2004,1,26,2015,3,13,0,213,ontime,815,1939,915,935,20,,-4,60,60,47,13.357,164.13
RU,IAD,EWR,2692,N16511,1/26/2004,1,26,2015,3,13,0,213,ontime,815,1258,1012,943,-29,,-9,117,117,81,13.345,164.15
RU,IAD,EWR,2497,N11539,1/26/2004,1,26,2015,3,13,0,213,ontime,815,1754,1610,1553,-17,,-3,295,295,254,13.345,164.16
RU,DCA,EWR,2216,N15973,1/26/2004,1,26,2015,3,13,0,199,delayed,815,1358,1620,1559,-21,,0,305,305,263,13.3593,164.16
RU,DCA,EWR,2261,N16927,1/26/2004,1,26,2015,3,13,1,199,ontime,815,1755,1135,1137,2,,-5,380,380,360,13.355,164.1921
OH,BWI,JFK,5935,N712CA,1/27/2004,2,27,2015,3,13,0,184,ontime,815,1515,1631,1612,-19,,-1,316,316,279,13.36,164.16
DH,DCA,JFK,6155,N420FJ,1/27/2004,2,27,2015,3,13,0,213,delayed,815,1941,1103,1130,27,,2,288,288,290,13.35,164.08
DH,IAD,LGA,7208,N661BR,1/27/2004,2,27,2015,3,14,1,229,ontime,815,1409,937,911,-26,,-14,82,82,50,13.3452,164.075
DH,IAD,LGA,7211,N676BR,1/27/2004,2,27,2015,3,14,1,229,ontime,815,1520,1150,1203,13,,-7,395,395,352,13.36,164.095
DH,IAD,LGA,7215,N631BR,1/27/2004,2,27,2015,3,14,1,229,ontime,815,1735,1108,1103,-5,,-2,173,173,142,13.35,164.1
DH,IAD,LGA,7790,N624BR,1/27/2004,2,27,2015,3,14,1,229,ontime,815,845,956,922,-34,,-6,101,101,58,13.3699,164.08
DH,IAD,LGA,7792,N676BR,1/27/2004,2,27,2015,3,14,0,229,ontime,815,1031,1005,951,-14,,-3,110,110,78,13.3493,164
DH,IAD,JFK,7800,N670BR,1/27/2004,2,27,2015,3,14,0,228,ontime,815,837,1207,1214,7,,-6,352,352,340,13.355,164.02
DH,IAD,JFK,7806,N643BR,1/27/2004,2,27,2015,3,14,0,228,ontime,815,1342,1345,1337,-8,,-6,210,210,184,13.3457,163.99
DH,IAD,JFK,7808,N324UE,1/27/2004,2,27,2015,3,14,1,228,delayed,815,1512,1118,1137,19,,1,123,123,88,13.34,163.92
DH,IAD,JFK,7812,N316UE,1/27/2004,2,27,2015,3,14,1,228,ontime,815,1915,1123,1106,-17,,-13,188,188,147,13.35,163.9
DH,IAD,JFK,7814,N648BR,1/27/2004,2,27,2015,3,14,1,228,delayed,815,2155,1043,1014,-29,,0,328,328,278,13.345,163.866
DL,DCA,JFK,746,N927DA,1/27/2004,2,27,2015,3,14,0,213,ontime,815,1505,1229,1210,-19,,-2,374,374,337,13.34,163.9
DL,DCA,LGA,1742,N232DZ,1/27/2004,2,27,2015,3,14,0,214,ontime,815,731,1137,1108,-29,,-8,202,202,150,13.35,163.9
DL,DCA,LGA,1744,N242DL,1/27/2004,2,27,2015,3,14,0,214,delayed,815,842,844,829,-15,,0,89,89,58,13.34,163.9
DL,DCA,LGA,1748,N225DL,1/27/2004,2,27,2015,3,14,0,214,ontime,815,1032,1108,1104,-4,,-8,173,173,158,13.34,163.875
DL,DCA,LGA,1752,N242DL,1/27/2004,2,27,2015,3,15,0,214,ontime,815,1231,849,830,-19,,-5,94,94,63,13.3365,164.02
DL,DCA,LGA,1756,N225DL,1/27/2004,2,27,2015,3,15,0,214,delayed,815,1430,845,924,39,,14,90,90,78,13.35,163.98
DL,DCA,LGA,1760,N242DL,1/27/2004,2,27,2015,3,15,0,214,delayed,815,1750,935,937,2,,3,140,140,111,13.34,163.91
DL,DCA,LGA,1764,N225DL,1/27/2004,2,27,2015,3,15,0,214,delayed,815,1927,958,1026,28,,15,103,103,73,13.335,163.91
DL,DCA,LGA,1768,N232DZ,1/27/2004,2,27,2015,3,15,0,214,delayed,815,2030,850,834,-16,,4,95,95,56,13.33,163.86
MQ,DCA,JFK,4752,N845MQ,1/27/2004,2,27,2015,3,15,0,213,delayed,815,1551,943,963,20,,1,88,88,668,13.325,163.8
MQ,DCA,JFK,4784,N710MQ,1/27/2004,2,27,2015,3,15,1,213,ontime,815,1915,850,821,-29,,-7,95,95,52,13.3265,163.8
MQ,DCA,LGA,4952,N713MQ,1/27/2004,2,27,2015,3,15,0,214,delayed,815,700,915,930,15,,5,60,60,668,13.321,163.89
MQ,DCA,LGA,4954,N722MQ,1/27/2004,2,27,2015,3,15,0,214,ontime,815,810,958,949,-9,,-5,103,103,73,13.3289,163.84
MQ,DCA,LGA,4966,N719MQ,1/27/2004,2,27,2015,3,15,1,214,ontime,815,1612,1000,955,-5,,-9,105,105,67,13.33,163.9
MQ,DCA,LGA,4968,N711MQ,1/27/2004,2,27,2015,3,15,0,214,ontime,815,1459,1043,1029,-14,,-1,148,148,117,13.34,163.91
MQ,DCA,LGA,4970,N703MQ,1/27/2004,2,27,2015,3,15,1,214,ontime,815,1855,920,910,-10,,-9,125,125,109,13.3298,163.89
UA,IAD,LGA,846,N534UA,1/27/2004,2,27,2015,3,15,1,229,ontime,815,1026,1016,1020,4,,-4,181,181,142,13.311,163.87
US,DCA,LGA,1479,N744UW,1/27/2004,2,27,2015,3,15,0,214,delayed,815,625,1116,1244,88,,100,121,121,85,13.314,163.85
US,DCA,LGA,2160,N741UW,1/27/2004,2,27,2015,3,15,0,214,ontime,815,657,905,854,-11,,-11,50,50,32,13.315,163.82
US,DCA,LGA,2162,N704UW,1/27/2004,2,27,2015,3,15,0,214,delayed,816,757,1035,1026,-9,,4,139,139,110,13.33,163.84
