schedtime,carrier,deptime,dest,distance,date,flightnumber,origin,weather,dayweek,daymonth,tailnu,delay,DEPARTURE_DELAY,SCHEDULED_TIME,ELAPSED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY
645,RU,1450,EWR,169,1/11/2004,2403,BWI,0,7,11,N10575,ontime,805,120,120,845,,
645,CO,1851,EWR,199,1/11/2004,816,DCA,0,7,11,N33608,ontime,4,157,157,922,911,-11
645,CO,1255,EWR,199,1/11/2004,1767,DCA,0,7,11,N11656,ontime,-8,110,110,835,843,8
645,CO,1623,EWR,199,1/11/2004,810,DCA,0,7,11,N19623,ontime,-9,117,117,842,831,-11
645,DH,835,EWR,213,1/11/2004,7299,IAD,0,7,11,N654BR,ontime,-8,72,72,857,843,-14
645,DH,1700,EWR,213,1/11/2004,7302,IAD,0,7,11,N691BR,ontime,12,95,95,820,819,-1
645,DH,1241,EWR,213,1/11/2004,7303,IAD,0,7,11,N691BR,ontime,16,96,96,721,723,2
646,DH,2113,EWR,213,1/11/2004,7304,IAD,0,7,11,N652BR,ontime,-4,136,136,802,809,7
646,DH,1531,EWR,213,1/11/2004,7307,IAD,0,7,11,N307UE,delayed,-10,64,64,850,857,7
647,RU,2130,EWR,199,1/11/2004,2879,DCA,0,7,11,N13123,ontime,-6,73,73,800,801,1
647,RU,844,EWR,213,1/11/2004,2254,IAD,0,7,11,N13975,ontime,-8,42,42,729,723,-6
648,RU,1656,EWR,213,1/11/2004,2497,IAD,0,7,11,N13969,ontime,-3,67,67,755,748,-7
649,RU,1723,EWR,199,1/11/2004,2097,DCA,0,7,11,N16976,ontime,-2,218,218,1227,1218,-9
650,RU,1356,EWR,199,1/11/2004,2216,DCA,0,7,11,N14993,ontime,61,134,134,804,852,48
650,RU,926,EWR,199,1/11/2004,2582,DCA,0,7,11,N13968,ontime,3,99,99,829,820,-9
650,RU,1501,EWR,213,1/11/2004,2156,IAD,0,7,11,N17115,ontime,-3,160,160,1030,1017,-13
650,RU,1856,EWR,213,1/11/2004,2385,IAD,0,7,11,N17115,ontime,-7,160,160,930,856,-34
650,OH,1450,JFK,184,1/12/2004,5935,BWI,0,1,12,N812CA,ontime,-3,85,85,915,859,-16
650,DH,1640,JFK,213,1/12/2004,6155,DCA,0,1,12,N418FJ,ontime,4,130,130,1000,1004,4
650,DH,1244,LGA,229,1/12/2004,7208,IAD,0,1,12,N320UE,ontime,-5,202,202,912,912,0
650,DH,1442,LGA,229,1/12/2004,7211,IAD,0,1,12,N676BR,ontime,-10,325,325,1015,1031,16
650,DH,1709,LGA,229,1/12/2004,7215,IAD,0,1,12,N645BR,ontime,-6,80,80,810,803,-7
650,DH,2112,LGA,229,1/12/2004,7684,IAD,0,1,12,N702BR,ontime,-9,105,105,835,822,-13
650,DH,641,LGA,229,1/12/2004,7790,IAD,0,1,12,N676BR,delayed,-5,280,280,1030,1032,2
650,DH,1037,LGA,229,1/12/2004,7792,IAD,0,1,12,N676BR,ontime,-3,65,65,755,740,-15
650,DH,833,JFK,228,1/12/2004,7800,IAD,0,1,12,N677BR,ontime,70,135,135,1005,1115,70
650,DH,1240,JFK,228,1/12/2004,7806,IAD,0,1,12,N309UE,ontime,3,195,195,905,850,-15
650,DH,1535,JFK,228,1/12/2004,7808,IAD,0,1,12,N321UE,delayed,-9,180,180,1150,1149,-1
650,DH,1638,JFK,228,1/12/2004,7810,IAD,0,1,12,N315UE,ontime,-3,124,124,854,840,-14
650,DH,1710,JFK,228,1/12/2004,7812,IAD,0,1,12,N327UE,ontime,-1,139,139,909,859,-10
650,DH,2112,JFK,228,1/12/2004,7814,IAD,0,1,12,N659BR,ontime,-13,136,136,906,848,-18
650,DL,1451,JFK,213,1/12/2004,746,DCA,0,1,12,N974DL,ontime,-6,110,110,840,826,-14
650,DL,630,LGA,214,1/12/2004,1740,DCA,0,1,12,N242DL,ontime,-2,82,82,812,803,-9
650,DL,733,LGA,214,1/12/2004,1742,DCA,0,1,12,N222DZ,ontime,0,319,319,1509,1458,-11
650,DL,830,LGA,214,1/12/2004,1744,DCA,0,1,12,N241DL,ontime,8,65,65,755,754,-1
650,DL,1004,LGA,214,1/12/2004,1746,DCA,0,1,12,N221DL,delayed,1,68,68,858,850,-8
650,DL,1028,LGA,214,1/12/2004,1748,DCA,0,1,12,N223DZ,ontime,-6,110,110,840,835,-5
650,DL,1131,LGA,214,1/12/2004,1750,DCA,0,1,12,N222DZ,ontime,481,95,95,925,,
650,DL,1230,LGA,214,1/12/2004,1752,DCA,0,1,12,N241DL,ontime,580,195,195,905,,
650,DL,1328,LGA,214,1/12/2004,1754,DCA,0,1,12,N221DL,ontime,10,110,110,840,830,-10
650,DL,1432,LGA,214,1/12/2004,1756,DCA,0,1,12,N223DZ,ontime,-4,100,100,830,825,-5
650,DL,1529,LGA,214,1/12/2004,1758,DCA,0,1,12,N222DZ,ontime,879,85,85,815,,
650,DL,1630,LGA,214,1/12/2004,1760,DCA,0,1,12,N241DL,ontime,34,163,163,1033,1047,14
650,DL,1728,LGA,214,1/12/2004,1762,DCA,0,1,12,N221DL,ontime,71,178,178,1148,1243,55
650,DL,1830,LGA,214,1/12/2004,1764,DCA,0,1,12,N223DZ,ontime,0,74,74,704,715,11
651,DL,1929,LGA,214,1/12/2004,1766,DCA,0,1,12,N222DZ,ontime,1,86,86,817,801,-16
651,DL,2029,LGA,214,1/12/2004,1768,DCA,0,1,12,N224DA,ontime,47,50,50,741,834,53
652,MQ,1527,JFK,213,1/12/2004,4752,DCA,0,1,12,N705MQ,ontime,-3,198,198,1010,1003,-7
652,MQ,553,JFK,213,1/12/2004,4760,DCA,0,1,12,N717MQ,ontime,22,273,273,825,851,26
653,MQ,1820,JFK,213,1/12/2004,4784,DCA,0,1,12,N704MQ,ontime,-4,178,178,951,936,-15
653,MQ,654,LGA,214,1/12/2004,4952,DCA,0,1,12,N801MQ,delayed,2,188,188,1201,1151,-10
654,MQ,756,LGA,214,1/12/2004,4954,DCA,0,1,12,N713MQ,ontime,-1,69,69,803,802,-1
655,MQ,855,LGA,214,1/12/2004,4956,DCA,0,1,12,N705MQ,ontime,-10,77,77,812,759,-13
655,MQ,1053,LGA,214,1/12/2004,4960,DCA,0,1,12,N725MQ,ontime,-1,100,100,835,828,-7
655,MQ,1258,LGA,214,1/12/2004,4964,DCA,0,1,12,N711MQ,ontime,-1,155,155,930,929,-1
655,MQ,1450,LGA,214,1/12/2004,4968,DCA,0,1,12,N704MQ,ontime,-4,120,120,855,825,-30
655,MQ,1552,LGA,214,1/12/2004,4970,DCA,0,1,12,N725MQ,ontime,-4,95,95,830,826,-4
655,MQ,1647,LGA,214,1/12/2004,4972,DCA,0,1,12,N726MQ,ontime,0,105,105,940,943,3
655,MQ,1903,LGA,214,1/12/2004,4976,DCA,0,1,12,N739MQ,ontime,1,200,200,1015,955,-20
655,UA,848,LGA,229,1/12/2004,846,IAD,0,1,12,N562UA,ontime,-4,170,170,945,921,-24
655,US,628,LGA,214,1/12/2004,1479,DCA,0,1,12,N721UW,ontime,-2,345,345,940,932,-8
655,US,657,LGA,214,1/12/2004,2160,DCA,0,1,12,N762UW,delayed,4,267,267,922,923,1
655,US,758,LGA,214,1/12/2004,2162,DCA,0,1,12,N722UW,ontime,103,75,75,810,,
655,US,857,LGA,214,1/12/2004,2164,DCA,0,1,12,N708UW,ontime,-5,320,320,1515,1442,-33
655,US,955,LGA,214,1/12/2004,2166,DCA,0,1,12,N724UW,ontime,-8,190,190,1105,1043,-22
655,US,1058,LGA,214,1/12/2004,2168,DCA,0,1,12,N762UW,delayed,-8,220,220,935,937,2
655,US,1156,LGA,214,1/12/2004,2170,DCA,0,1,12,N722UW,ontime,4,205,205,820,,
655,US,1256,LGA,214,1/12/2004,2172,DCA,0,1,12,N708UW,ontime,-3,322,322,1517,1508,-9
655,US,1358,LGA,214,1/12/2004,2174,DCA,0,1,12,N724UW,ontime,-2,90,90,825,815,-10
655,US,1458,LGA,214,1/12/2004,2176,DCA,0,1,12,N762UW,ontime,-3,203,203,1218,1206,-12
655,US,1559,LGA,214,1/12/2004,2178,DCA,0,1,12,N722UW,ontime,-4,124,124,859,851,-8
655,US,1656,LGA,214,1/12/2004,2180,DCA,0,1,12,N708UW,delayed,-10,94,94,829,807,-22
655,US,1756,LGA,214,1/12/2004,2182,DCA,0,1,12,N724UW,ontime,-3,218,218,833,752,-41
655,US,1858,LGA,214,1/12/2004,2184,DCA,0,1,12,N762UW,ontime,-1,87,87,822,815,-7
655,US,1958,LGA,214,1/12/2004,2186,DCA,0,1,12,N722UW,ontime,-8,74,74,809,756,-13
655,US,2056,LGA,214,1/12/2004,2188,DCA,0,1,12,N708UW,ontime,24,93,93,828,831,3
655,RU,656,EWR,169,1/12/2004,2703,BWI,0,1,12,N16976,ontime,2,175,175,1050,,
655,RU,1509,EWR,169,1/12/2004,2403,BWI,0,1,12,N15926,delayed,2,130,130,905,846,-19
655,RU,1720,EWR,169,1/12/2004,3372,BWI,0,1,12,N12552,ontime,17,155,155,1030,1105,35
657,RU,1040,EWR,169,1/12/2004,2303,BWI,0,1,12,N12540,ontime,0,361,361,958,953,-5
659,CO,729,EWR,199,1/12/2004,806,DCA,0,1,12,N32626,ontime,-3,386,386,1025,1020,-5
659,CO,1257,EWR,199,1/12/2004,808,DCA,0,1,12,N23657,ontime,-4,89,89,828,813,-15
659,CO,1732,EWR,199,1/12/2004,814,DCA,0,1,12,N61304,delayed,-1,152,152,931,924,-7
659,CO,1852,EWR,199,1/12/2004,816,DCA,0,1,12,N15659,ontime,-6,165,165,944,924,-20
659,DH,831,EWR,213,1/12/2004,7299,IAD,0,1,12,N664BR,ontime,0,404,404,1043,1019,-24
659,DH,1710,EWR,213,1/12/2004,7302,IAD,0,1,12,N695BR,ontime,-4,183,183,1002,939,-23
659,DH,1359,EWR,213,1/12/2004,7303,IAD,0,1,12,N695BR,delayed,-1,164,164,943,912,-31
659,DH,2112,EWR,213,1/12/2004,7304,IAD,0,1,12,N333UE,ontime,-1,68,68,907,856,-11
700,DH,622,EWR,213,1/12/2004,7305,IAD,0,1,12,N327UE,ontime,2,38,38,738,,
700,DH,1421,EWR,213,1/12/2004,7307,IAD,0,1,12,N332UE,ontime,10,159,159,839,840,1
700,RU,1348,EWR,199,1/12/2004,2216,DCA,0,1,12,N12540,ontime,-2,113,113,853,836,-17
700,RU,858,EWR,199,1/12/2004,2582,DCA,0,1,12,N19554,ontime,-1,181,181,1001,942,-19
700,RU,1519,EWR,199,1/12/2004,2261,DCA,0,1,12,N16976,ontime,-5,87,87,827,807,-20
700,RU,1649,EWR,213,1/12/2004,2497,IAD,0,1,12,N12567,ontime,-8,103,103,843,819,-24
700,RU,1857,EWR,213,1/12/2004,2385,IAD,0,1,12,N16976,ontime,-6,119,119,859,852,-7
700,RU,2056,EWR,199,1/12/2004,2879,DCA,0,1,12,N16927,ontime,-4,142,142,1022,1013,-9
700,RU,1253,EWR,213,1/12/2004,2692,IAD,0,1,12,N17507,ontime,-3,98,98,838,821,-17
700,RU,651,EWR,199,1/12/2004,2761,DCA,0,1,12,N21537,ontime,-5,148,148,1028,1030,2
700,RU,1622,EWR,199,1/12/2004,2181,DCA,0,1,12,N16963,ontime,-2,159,159,839,834,-5
700,RU,657,EWR,213,1/12/2004,2855,IAD,0,1,12,N12996,ontime,-4,273,273,1033,1017,-16
700,RU,1456,EWR,213,1/12/2004,2156,IAD,0,1,12,N41104,ontime,0,178,178,858,911,13
700,OH,1453,JFK,184,1/13/2004,5935,BWI,0,2,13,N967CA,ontime,-1,326,326,1526,1514,-12
700,DH,1639,JFK,213,1/13/2004,6155,DCA,0,2,13,N426FJ,ontime,1,142,142,1022,1029,7
700,DH,1238,LGA,229,1/13/2004,7208,IAD,0,2,13,N328UE,ontime,-2,232,232,1252,1235,-17
700,DH,1922,LGA,229,1/13/2004,7215,IAD,0,2,13,N642BR,delayed,-5,385,385,1025,1027,2
700,DH,2124,LGA,229,1/13/2004,7684,IAD,0,2,13,N648BR,ontime,-1,85,85,825,819,-6
700,DH,655,LGA,229,1/13/2004,7790,IAD,0,2,13,N690BR,delayed,0,195,195,1015,1012,-3
700,DH,1038,LGA,229,1/13/2004,7792,IAD,0,2,13,N690BR,ontime,-2,220,220,940,929,-11
700,DH,833,JFK,228,1/13/2004,7800,IAD,0,2,13,N628BR,ontime,-5,330,330,930,916,-14
700,DH,1236,JFK,228,1/13/2004,7806,IAD,0,2,13,N327UE,ontime,0,280,280,940,947,7
700,DH,1450,JFK,228,1/13/2004,7808,IAD,0,2,13,N316UE,ontime,-5,210,210,930,942,12
700,DH,1640,JFK,228,1/13/2004,7810,IAD,0,2,13,N331UE,ontime,4,185,185,1005,1003,-2
700,DH,1713,JFK,228,1/13/2004,7812,IAD,0,2,13,N330UE,ontime,3,150,150,930,926,-4
700,DH,2125,JFK,228,1/13/2004,7814,IAD,0,2,13,N625BR,ontime,-1,165,165,1045,1031,-14
700,DH,1642,JFK,228,1/13/2004,7816,IAD,0,2,13,N328UE,delayed,-4,95,95,835,812,-23
700,DL,1453,JFK,213,1/13/2004,746,DCA,0,2,13,N904DE,ontime,-2,150,150,930,908,-22
700,DL,629,LGA,214,1/13/2004,1740,DCA,0,2,13,N223DZ,ontime,-5,120,120,900,844,-16
700,DL,729,LGA,214,1/13/2004,1742,DCA,0,2,13,N221DL,ontime,0,130,130,1010,1004,-6
700,DL,831,LGA,214,1/13/2004,1744,DCA,0,2,13,N222DZ,ontime,328,360,360,1000,1506,306
700,DL,929,LGA,214,1/13/2004,1746,DCA,0,2,13,N224DA,ontime,6,270,270,930,943,13
700,DL,1029,LGA,214,1/13/2004,1748,DCA,0,2,13,N223DZ,ontime,-2,243,243,1003,958,-5
700,DL,1128,LGA,214,1/13/2004,1750,DCA,0,2,13,N221DL,ontime,-2,72,72,812,801,-11
700,DL,1228,LGA,214,1/13/2004,1752,DCA,0,2,13,N222DZ,ontime,1,109,109,849,850,1
700,DL,1329,LGA,214,1/13/2004,1754,DCA,0,2,13,N224DA,ontime,-1,128,128,908,910,2
700,DL,1429,LGA,214,1/13/2004,1756,DCA,0,2,13,N223DZ,ontime,1,320,320,1020,1025,5
700,DL,1529,LGA,214,1/13/2004,1758,DCA,0,2,13,N221DL,ontime,-11,380,380,1020,1026,6
700,DL,1634,LGA,214,1/13/2004,1760,DCA,0,2,13,N222DZ,delayed,-4,112,112,852,842,-10
700,DL,1733,LGA,214,1/13/2004,1762,DCA,0,2,13,N224DA,ontime,-10,325,325,1525,1436,-49
700,DL,1830,LGA,214,1/13/2004,1764,DCA,0,2,13,N223DZ,ontime,3,324,324,1524,1520,-4
700,DL,1930,LGA,214,1/13/2004,1766,DCA,0,2,13,N221DL,ontime,-7,395,395,1035,1045,10
700,DL,2028,LGA,214,1/13/2004,1768,DCA,0,2,13,N222DZ,delayed,-3,328,328,928,934,6
700,MQ,1516,JFK,213,1/13/2004,4752,DCA,0,2,13,N709MQ,ontime,-8,100,100,840,844,4
700,MQ,553,JFK,213,1/13/2004,4760,DCA,0,2,13,N707MQ,ontime,-2,165,165,845,843,-2
700,MQ,1851,JFK,213,1/13/2004,4784,DCA,0,2,13,N700MQ,delayed,45,195,195,1215,1300,45
700,MQ,650,LGA,214,1/13/2004,4952,DCA,0,2,13,N715MQ,ontime,-1,185,185,905,910,5
700,MQ,755,LGA,214,1/13/2004,4954,DCA,0,2,13,N724MQ,ontime,-4,165,165,1145,1139,-6
700,MQ,851,LGA,214,1/13/2004,4956,DCA,0,2,13,N709MQ,ontime,83,178,178,858,1050,112
700,MQ,1050,LGA,214,1/13/2004,4960,DCA,0,2,13,N715MQ,ontime,-5,150,150,1030,1019,-11
700,MQ,1248,LGA,214,1/13/2004,4964,DCA,0,2,13,N736MQ,ontime,-2,335,335,935,926,-9
700,MQ,1401,LGA,214,1/13/2004,4966,DCA,0,2,13,N733MQ,ontime,-4,193,193,1013,958,-15
700,MQ,1453,LGA,214,1/13/2004,4968,DCA,0,2,13,N704MQ,ontime,-4,170,170,850,840,-10
700,MQ,1700,LGA,214,1/13/2004,4970,DCA,0,2,13,N703MQ,delayed,-4,230,230,1250,1314,24
700,MQ,1811,LGA,214,1/13/2004,4972,DCA,0,2,13,N727MQ,delayed,-5,125,125,1005,940,-25
700,MQ,2007,LGA,214,1/13/2004,4976,DCA,0,2,13,N846MQ,delayed,2,130,130,1010,,
700,UA,845,LGA,229,1/13/2004,846,IAD,0,2,13,N514UA,ontime,3,163,163,1043,,
700,US,629,LGA,214,1/13/2004,1479,DCA,0,2,13,N730UW,ontime,-4,197,197,1017,957,-20
700,US,658,LGA,214,1/13/2004,2160,DCA,0,2,13,N756UW,ontime,1,371,371,1011,1015,4
700,US,756,LGA,214,1/13/2004,2162,DCA,0,2,13,N741UW,ontime,-5,225,225,845,831,-14
700,US,857,LGA,214,1/13/2004,2164,DCA,0,2,13,N737UW,ontime,-7,210,210,1130,1115,-15
700,US,958,LGA,214,1/13/2004,2166,DCA,0,2,13,N722UW,ontime,-9,95,95,835,816,-19
700,US,1057,LGA,214,1/13/2004,2168,DCA,0,2,13,N756UW,ontime,-9,120,120,900,852,-8
700,US,1156,LGA,214,1/13/2004,2170,DCA,0,2,13,N741UW,ontime,-5,105,105,845,840,-5
700,US,1255,LGA,214,1/13/2004,2172,DCA,0,2,13,N737UW,ontime,-2,50,50,750,759,9
700,US,1359,LGA,214,1/13/2004,2174,DCA,0,2,13,N722UW,ontime,-5,170,170,950,935,-15
700,US,1459,LGA,214,1/13/2004,2176,DCA,0,2,13,N756UW,ontime,-4,165,165,945,939,-6
700,US,1558,LGA,214,1/13/2004,2178,DCA,0,2,13,N741UW,delayed,-15,180,180,1000,940,-20
700,US,1706,LGA,214,1/13/2004,2180,DCA,0,2,13,N748UW,ontime,124,150,150,930,1130,120
700,US,1759,LGA,214,1/13/2004,2182,DCA,0,2,13,N722UW,ontime,-1,154,154,934,927,-7
700,US,1857,LGA,214,1/13/2004,2184,DCA,0,2,13,N756UW,ontime,-7,168,168,848,828,-20
700,US,1956,LGA,214,1/13/2004,2186,DCA,0,2,13,N741UW,ontime,17,125,125,805,810,5
700,US,2056,LGA,214,1/13/2004,2188,DCA,0,2,13,N746UW,ontime,-3,370,370,1110,1053,-17
700,RU,1025,EWR,169,1/13/2004,2303,BWI,0,2,13,N14542,ontime,-4,357,357,1057,1121,24
700,RU,1831,EWR,169,1/13/2004,3372,BWI,0,2,13,N14542,delayed,-11,344,344,1044,1026,-18
700,RU,653,EWR,169,1/13/2004,2703,BWI,0,2,13,N12530,ontime,-7,319,319,1519,1445,-34
700,RU,1537,EWR,169,1/13/2004,2403,BWI,0,2,13,N13990,delayed,-10,111,111,851,814,-37
700,CO,729,EWR,199,1/13/2004,806,DCA,0,2,13,N16632,ontime,-3,396,396,1036,1029,-7
700,CO,1816,EWR,199,1/13/2004,814,DCA,0,2,13,N14337,delayed,-8,143,143,923,902,-21
700,CO,1924,EWR,199,1/13/2004,816,DCA,0,2,13,N16632,delayed,133,188,188,1008,1219,131
700,CO,1258,EWR,199,1/13/2004,808,DCA,0,2,13,N16646,ontime,-11,136,136,916,856,-20
700,DH,836,EWR,213,1/13/2004,7299,IAD,0,2,13,N658BR,ontime,-4,276,276,1036,1026,-10
700,DH,1708,EWR,213,1/13/2004,7302,IAD,0,2,13,N693BR,ontime,0,295,295,1055,1049,-6
700,DH,1237,EWR,213,1/13/2004,7303,IAD,0,2,13,N693BR,ontime,-6,168,168,948,925,-23
700,DH,2115,EWR,213,1/13/2004,7304,IAD,0,2,13,N698BR,ontime,12,153,153,933,929,-4
700,DH,626,EWR,213,1/13/2004,7305,IAD,0,2,13,N312UE,ontime,-3,313,313,1513,1445,-28
700,DH,1740,EWR,213,1/13/2004,7307,IAD,0,2,13,N308UE,delayed,2,400,400,1040,1030,-10
700,RU,1255,EWR,213,1/13/2004,2367,IAD,0,2,13,N14974,ontime,-8,255,255,1415,1352,-23
700,RU,655,EWR,213,1/13/2004,2855,IAD,0,2,13,N17560,ontime,1,273,273,1433,1428,-5
700,RU,1456,EWR,213,1/13/2004,2156,IAD,0,2,13,N16149,ontime,3,126,126,906,845,-21
700,RU,1655,EWR,213,1/13/2004,2497,IAD,0,2,13,N12922,ontime,1,120,120,900,904,4
700,RU,1355,EWR,199,1/13/2004,2216,DCA,0,2,13,N14542,ontime,-2,88,88,828,814,-14
700,RU,1927,EWR,213,1/13/2004,2385,IAD,0,2,13,N15983,delayed,-1,109,109,849,846,-3
700,RU,1519,EWR,199,1/13/2004,2261,DCA,0,2,13,N19554,ontime,-3,163,163,1043,1037,-6
700,RU,641,EWR,199,1/13/2004,2761,DCA,0,2,13,N24103,ontime,-4,196,196,1216,1159,-17
700,RU,1625,EWR,199,1/13/2004,2181,DCA,0,2,13,N14974,ontime,0,175,175,855,835,-20
700,RU,855,EWR,199,1/13/2004,2582,DCA,0,2,13,N12552,ontime,-1,214,214,934,916,-18
700,RU,2055,EWR,199,1/13/2004,2879,DCA,0,2,13,N26549,ontime,-3,189,189,1009,938,-31
700,OH,1500,JFK,184,1/14/2004,5935,BWI,0,3,14,N796CA,ontime,-3,169,169,949,932,-17
700,DH,1630,JFK,213,1/14/2004,6155,DCA,0,3,14,N415FJ,ontime,-3,179,179,959,957,-2
700,DH,1243,LGA,229,1/14/2004,7208,IAD,0,3,14,N679BR,ontime,-1,125,125,905,832,-33
700,DH,1722,LGA,229,1/14/2004,7215,IAD,0,3,14,N684BR,ontime,-4,168,168,948,1001,13
700,DH,2118,LGA,229,1/14/2004,7684,IAD,0,3,14,N673BR,ontime,-1,230,230,1150,1139,-11
700,DH,640,LGA,229,1/14/2004,7790,IAD,0,3,14,N687BR,ontime,7,128,128,1008,1000,-8
700,DH,1034,LGA,229,1/14/2004,7792,IAD,0,3,14,N315UE,ontime,-13,109,109,849,910,21
700,DH,844,JFK,228,1/14/2004,7800,IAD,0,3,14,N642BR,ontime,0,403,403,1043,1026,-17
700,DH,1243,JFK,228,1/14/2004,7806,IAD,0,3,14,N330UE,ontime,0,174,174,954,943,-11
700,DH,1450,JFK,228,1/14/2004,7808,IAD,0,3,14,N309UE,ontime,-7,267,267,1427,1405,-22
700,DH,1640,JFK,228,1/14/2004,7810,IAD,0,3,14,N332UE,ontime,-6,285,285,1445,1410,-35
700,DH,1714,JFK,228,1/14/2004,7812,IAD,0,3,14,N333UE,ontime,4,226,226,1146,1120,-26
700,DH,2119,JFK,228,1/14/2004,7814,IAD,0,3,14,N625BR,ontime,-1,210,210,1130,1110,-20
700,DH,1631,JFK,228,1/14/2004,7816,IAD,0,3,14,N315UE,ontime,117,185,185,1005,1202,117
700,DL,1454,JFK,213,1/14/2004,746,DCA,0,3,14,N987DL,ontime,-3,93,93,733,722,-11
700,DL,631,LGA,214,1/14/2004,1740,DCA,0,3,14,N223DZ,ontime,7,65,65,805,817,12
700,DL,730,LGA,214,1/14/2004,1742,DCA,0,3,14,N224DA,ontime,4,99,99,939,945,6
700,DL,829,LGA,214,1/14/2004,1744,DCA,0,3,14,N231DN,ontime,-8,87,87,827,801,-26
700,DL,929,LGA,214,1/14/2004,1746,DCA,0,3,14,N221DL,ontime,-6,79,79,819,810,-9
700,DL,1029,LGA,214,1/14/2004,1748,DCA,0,3,14,N223DZ,ontime,-2,176,176,856,859,3
700,DL,1132,LGA,214,1/14/2004,1750,DCA,0,3,14,N224DA,delayed,-11,230,230,950,1000,10
700,DL,1230,LGA,214,1/14/2004,1752,DCA,0,3,14,N231DN,ontime,1,170,170,950,933,-17
700,DL,1329,LGA,214,1/14/2004,1754,DCA,0,3,14,N221DL,ontime,62,205,205,1225,1323,58
700,DL,1431,LGA,214,1/14/2004,1756,DCA,0,3,14,N223DZ,ontime,-2,253,253,913,912,-1
700,DL,1530,LGA,214,1/14/2004,1758,DCA,0,3,14,N224DA,delayed,4,108,108,848,858,10
700,DL,1631,LGA,214,1/14/2004,1760,DCA,0,3,14,N231DN,ontime,2,55,55,755,,
700,DL,1728,LGA,214,1/14/2004,1762,DCA,0,3,14,N221DL,ontime,2,130,130,910,,
700,DL,1829,LGA,214,1/14/2004,1764,DCA,0,3,14,N223DZ,ontime,1,145,145,1025,,
700,DL,1928,LGA,214,1/14/2004,1766,DCA,0,3,14,N224DA,delayed,-5,175,175,855,833,-22
700,DL,2030,LGA,214,1/14/2004,1768,DCA,0,3,14,N231DN,delayed,1,145,145,925,,
700,MQ,1526,JFK,213,1/14/2004,4752,DCA,0,3,14,N813MQ,ontime,9,68,68,808,,
700,MQ,553,JFK,213,1/14/2004,4760,DCA,0,3,14,N843MQ,ontime,25,108,108,848,905,17
700,MQ,1825,JFK,213,1/14/2004,4784,DCA,0,3,14,N728MQ,ontime,-5,168,168,948,936,-12
700,MQ,657,LGA,214,1/14/2004,4952,DCA,0,3,14,N707MQ,delayed,-5,150,150,930,928,-2
700,MQ,757,LGA,214,1/14/2004,4954,DCA,0,3,14,N734MQ,ontime,43,200,200,820,849,29
700,MQ,853,LGA,214,1/14/2004,4956,DCA,0,3,14,N721MQ,ontime,12,57,57,757,813,16
700,MQ,1111,LGA,214,1/14/2004,4960,DCA,0,3,14,N707MQ,delayed,4,184,184,1004,1014,10
700,MQ,1255,LGA,214,1/14/2004,4964,DCA,0,3,14,N724MQ,ontime,4,59,59,759,758,-1
700,MQ,1454,LGA,214,1/14/2004,4968,DCA,0,3,14,N728MQ,ontime,-10,86,86,826,825,-1
700,MQ,1612,LGA,214,1/14/2004,4970,DCA,0,3,14,N723MQ,ontime,21,110,110,950,1020,30
700,MQ,1658,LGA,214,1/14/2004,4972,DCA,0,3,14,N724MQ,ontime,-4,42,42,742,741,-1
700,MQ,1917,LGA,214,1/14/2004,4976,DCA,0,3,14,N726MQ,ontime,-13,60,60,800,807,7
700,UA,847,LGA,229,1/14/2004,846,IAD,0,3,14,N533UA,ontime,,87,87,827,,
700,US,627,LGA,214,1/14/2004,1479,DCA,0,3,14,N737UW,ontime,-4,98,98,838,839,1
700,US,657,LGA,214,1/14/2004,2160,DCA,0,3,14,N748UW,ontime,10,209,209,1129,1137,8
700,US,757,LGA,214,1/14/2004,2162,DCA,0,3,14,N756UW,ontime,-4,114,114,854,813,-41
701,US,856,LGA,214,1/14/2004,2164,DCA,0,3,14,N739UW,ontime,-5,52,52,753,745,-8
702,US,1001,LGA,214,1/14/2004,2166,DCA,0,3,14,N707UW,ontime,4,165,165,847,845,-2
702,US,1057,LGA,214,1/14/2004,2168,DCA,0,3,14,N748UW,ontime,24,199,199,1121,1219,58
702,US,1157,LGA,214,1/14/2004,2170,DCA,0,3,14,N756UW,ontime,4,78,78,820,819,-1
702,US,1257,LGA,214,1/14/2004,2172,DCA,0,3,14,N739UW,ontime,-1,178,178,1000,932,-28
702,US,1356,LGA,214,1/14/2004,2174,DCA,0,3,14,N707UW,ontime,,64,64,806,,
702,US,1500,LGA,214,1/14/2004,2176,DCA,0,3,14,N748UW,ontime,-9,73,73,815,816,1
704,US,1559,LGA,214,1/14/2004,2178,DCA,0,3,14,N756UW,ontime,-1,156,156,840,842,2
704,US,1653,LGA,214,1/14/2004,2180,DCA,0,3,14,N739UW,ontime,1,145,145,929,937,8
704,US,1757,LGA,214,1/14/2004,2182,DCA,0,3,14,N707UW,ontime,29,102,102,946,1013,27
705,US,1858,LGA,214,1/14/2004,2184,DCA,0,3,14,N748UW,ontime,8,280,280,945,933,-12
705,US,1959,LGA,214,1/14/2004,2186,DCA,0,3,14,N756UW,delayed,-3,329,329,1534,1522,-12
705,US,2059,LGA,214,1/14/2004,2188,DCA,0,3,14,N739UW,ontime,-2,195,195,1020,1006,-14
